player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Ben Skowronek,27948,WR,LA,14,8.0,2,67.2,40.0,2,5,0,2.5,1,16,26,0,81.8,78.1,57.2,78.7,56.4,1.6,7,2,32,5.4,24,444,2,39,92.6,411,43.9,195,70.8,58,0,50.0,222,376,143,3.7,9.6,0.91
Corey Davis,11760,WR,NYJ,13,14.5,0,55.2,47.4,9,19,0,8.6,3,28,22,0,60.5,77.0,65.9,79.8,67.9,1.4,6,2,66,0.5,2,416,5,32,95.2,396,18.3,76,83.7,58,2,80.3,334,536,116,3.6,16.8,1.35
Antonio Gibson,78050,HB,WAS,15,1.2,12,80.7,40.0,2,5,0,6.1,3,18,32,0,70.5,80.0,76.3,75.1,80.5,0.0,0,1,26,14.3,42,294,0,46,81.0,238,7.5,22,96.9,57,2,11.9,35,353,305,6.6,7.7,1.48
Hunter Henry,10669,TE,NE,17,7.9,2,71.9,44.4,4,9,0,6.8,3,23,19,0,66.9,78.6,58.1,64.5,61.4,43.3,210,1,39,8.7,42,485,4,41,86.4,419,43.3,210,103.6,57,2,10.3,50,509,206,5.0,12.4,1.21
Logan Thomas,8755,TE,WAS,14,7.0,0,68.4,60.0,6,10,0,4.9,2,15,32,0,75.1,78.3,52.0,34.1,57.6,25.7,107,2,27,8.2,34,417,3,39,87.8,366,63.5,265,73.9,57,1,10.3,43,323,131,3.4,8.3,0.88
Rachaad White,131633,HB,TB,17,-0.4,10,89.3,100.0,1,1,0,3.8,2,13,30,1,79.7,47.1,66.4,45.2,69.2,0.0,0,0,20,13.7,43,313,0,50,82.1,257,2.9,9,100.1,56,2,4.8,15,290,326,6.5,5.8,1.13
James Conner,11860,HB,ARZ,13,-1.3,17,82.1,,0,0,0,11.5,6,13,1,0,54.5,54.4,69.7,73.8,51.4,0.2,1,1,22,19.5,84,430,1,46,77.2,332,10.7,46,87.6,56,1,6.5,28,301,386,8.4,6.5,0.91
Kyle Pitts,83964,TE,ATL,10,13.7,3,50.0,25.0,3,12,0,3.4,1,20,2,0,76.7,76.3,72.7,70.9,76.6,25.6,61,1,33,6.3,15,238,1,28,88.7,211,44.5,106,74.7,56,2,27.7,66,356,133,4.8,12.7,1.69
Isaiah Likely,83955,TE,BLT,16,7.4,4,64.3,54.5,6,11,0,10.0,4,18,3,0,55.3,77.9,66.4,35.5,64.1,18.6,55,1,34,2.7,8,295,1,36,90.8,268,61.7,182,93.8,56,3,19.3,57,373,150,4.2,10.4,1.39
Austin Hooper,10715,TE,TEN,17,8.5,4,73.2,60.0,9,15,0,2.4,1,28,31,0,83.5,78.7,68.8,24.2,74.6,33.8,119,0,24,4.0,14,352,4,41,90.9,320,52.8,186,108.0,56,2,13.4,47,444,134,3.3,10.8,1.39
Josh Reynolds,11872,WR,DET,14,13.2,1,67.9,66.7,6,9,2,5.0,2,25,11,0,73.2,77.9,64.1,70.0,64.2,0.0,0,1,31,0.5,2,405,2,38,94.8,384,36.5,148,104.7,56,3,63.5,257,479,117,3.1,12.6,1.25
Jahan Dotson,84375,WR,WAS,12,15.4,2,62.5,61.1,11,18,0,7.9,3,26,32,0,63.4,78.0,70.5,,74.0,0.0,0,4,61,0.0,0,403,3,35,93.3,376,26.3,106,102.9,56,7,73.7,297,523,144,4.1,14.9,1.39
Rondale Moore,62890,WR,ARZ,8,5.2,7,74.5,20.0,1,5,1,8.9,4,16,1,0,60.4,79.3,63.4,,63.6,0.0,0,0,38,0.0,0,301,1,41,93.4,281,56.8,171,101.6,55,1,40.9,123,414,291,7.1,10.1,1.47
Jauan Jennings,48027,WR,SF,16,8.8,6,66.0,50.0,2,4,1,10.3,4,23,28,1,49.3,28.7,66.3,57.6,67.3,0.0,0,3,44,0.3,1,323,3,35,94.1,304,53.6,173,72.5,53,1,46.4,150,416,176,5.0,11.9,1.37
Treylon Burks,99218,WR,TEN,11,12.4,4,62.3,58.3,7,12,1,2.9,1,19,31,0,79.6,78.1,74.1,,73.9,0.4,1,4,51,0.0,0,265,5,33,95.8,254,20.8,55,70.0,53,2,78.9,209,444,177,5.4,13.5,1.75
