player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,14,10,2,,0,2,3,0,0,58.6,77.2,87.8,71.9,71.5,33.1,11,17,0,0,,22.2,8,0,0,0.0,0,6,0,8,0,15,548,540,53,276,84,127,0,8,377,156,0,16,18,1,0,34,0,0,0,
Ndamukong Suh,5527,DI,PHI,8,2,0,,0,0,24,0,0,,64.2,82.4,54.6,68.9,56.2,0,7,0,0,,10.0,1,0,0,0.0,0,2,0,1,0,0,176,175,0,68,1,106,0,1,101,75,0,6,7,0,0,9,0,0,0,
Tyson Alualu,5535,DI,PIT,17,3,1,,0,0,25,0,0,60.0,30.4,38.8,58.5,29.1,42.5,2,7,0,0,,15.4,2,0,2,0.0,0,1,0,1,0,0,291,290,66,178,7,39,0,1,150,141,0,5,8,0,0,10,0,0,0,
Brandon Graham,5538,ED,PHI,17,4,1,100.0,0,2,24,0,0,72.6,89.8,62.2,89.1,71.9,55.5,3,32,0,0,2,17.4,4,0,2,79.2,2,13,0,5,0,12,474,465,4,14,433,14,0,9,294,168,3,25,15,2,2,48,0,2,5,1.0
Jason Pierre-Paul,5540,ED,BLT,14,2,4,100.0,1,0,3,0,0,70.5,56.0,62.6,53.8,57.9,44.8,0,18,0,1,9,18.5,5,0,2,55.2,4,3,0,9,0,15,524,515,0,14,460,41,0,9,312,197,0,14,20,2,4,21,0,27,22,6.8
Kareem Jackson,5545,S,DEN,17,22,0,69.0,0,0,10,2,0,60.9,64.5,76.7,56.7,71.3,57.4,0,0,0,0,23,17.4,19,3,1,116.1,29,0,0,196,5,706,1137,4,0,0,4,0,768,1133,2,429,164,22,68,2,42,0,4,249,92,8.6
Devin McCourty,5552,S,NE,17,11,0,57.1,0,0,19,1,0,67.6,70.0,88.4,53.8,74.8,90.0,0,0,0,4,54,5.3,4,4,0,95.5,12,0,0,204,9,680,1097,3,0,0,3,0,784,1094,3,414,97,8,61,0,21,0,3,231,44,19.3
Jerry Hughes,5556,ED,HST,17,6,0,,2,2,13,0,0,68.1,71.4,54.5,71.3,59.7,25.6,0,49,0,1,,45.7,16,0,4,0.0,0,9,0,4,0,3,689,685,0,3,666,16,0,4,381,305,0,17,13,3,0,58,0,0,0,
Linval Joseph,5571,DI,PHI,8,10,0,,0,0,24,0,0,60.0,58.9,50.7,59.1,59.9,47.7,0,2,0,0,,9.5,2,0,1,0.0,0,1,0,0,0,0,188,188,177,11,0,0,0,0,75,113,0,7,9,0,0,3,0,0,0,
Carlos Dunlap,5579,ED,KC,17,8,8,100.0,0,1,16,0,0,56.2,66.4,90.6,59.6,71.5,61.9,7,20,0,0,8,8.1,3,0,1,100.0,1,5,0,0,0,17,571,571,1,7,512,51,0,0,377,177,0,24,26,4,1,32,0,8,0,8.0
Corey Peters,5607,DI,JAX,12,5,0,,0,0,15,0,0,63.5,66.4,85.1,61.4,63.3,76.0,1,6,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,264,264,125,139,0,0,0,0,132,131,0,10,13,4,0,8,0,0,0,
Al Woods,5646,DI,SEA,14,10,1,,0,0,29,0,0,59.3,68.2,67.3,67.5,65.2,52.4,0,11,0,0,,9.8,4,0,1,0.0,0,2,0,0,0,2,374,374,179,187,1,7,0,0,156,216,0,21,27,4,0,13,0,0,0,
Von Miller,6154,ED,BUF,11,1,0,,0,1,4,0,0,74.2,85.8,26.0,81.8,78.8,53.2,4,33,0,0,,22.2,4,0,4,0.0,0,8,0,4,0,4,450,446,0,1,445,0,0,4,311,135,0,21,13,3,0,45,0,0,0,
Patrick Peterson,6157,CB,MIN,17,3,0,58.9,1,0,18,0,0,82.5,80.7,68.8,57.2,66.9,76.3,0,1,0,5,38,7.4,5,9,5,66.8,43,0,0,67,1025,695,1104,5,0,0,5,0,0,1099,5,404,7,16,60,3,73,1,3,534,194,12.4
J.J. Watt,6163,DI,ARZ,16,4,7,100.0,0,1,1,1,0,64.5,68.3,28.1,72.8,60.8,48.4,14,29,0,0,5,13.8,4,0,8,87.5,1,13,0,2,0,3,816,814,0,172,271,371,0,2,523,290,0,32,21,7,1,56,0,5,6,5.0
Robert Quinn,6166,ED,PHI,13,3,0,100.0,2,0,24,0,0,65.8,43.6,30.2,58.3,34.7,36.2,4,19,0,0,13,21.4,3,0,4,104.2,2,1,0,1,0,7,393,391,0,0,377,14,0,2,232,154,0,4,8,1,2,24,0,18,17,9.0
Cameron Jordan,6176,ED,NO,16,14,1,0.0,0,1,20,0,0,85.5,74.5,73.2,53.2,82.0,51.4,4,24,0,0,,13.8,9,1,2,39.6,0,9,0,0,0,13,790,787,0,7,722,58,0,3,468,309,2,35,42,8,1,37,0,0,0,
Cameron Heyward,6183,DI,PIT,17,19,2,,0,1,25,1,0,68.4,89.8,78.0,78.5,78.2,68.4,10,36,0,0,,4.7,3,0,3,0.0,0,12,0,4,0,0,801,797,29,443,71,254,0,4,498,303,0,43,42,6,0,58,0,0,0,
Justin Houston,6222,ED,BLT,14,2,0,,0,1,3,0,0,67.5,73.6,54.0,71.7,66.4,30.1,6,22,0,1,,41.2,7,0,2,0.0,0,11,0,1,1,23,397,394,0,3,379,12,0,3,285,89,1,15,8,0,0,39,0,0,0,
Lawrence Guy Sr.,6385,DI,NE,14,21,0,,0,0,19,0,0,62.9,53.5,86.6,54.4,51.4,54.0,1,14,0,0,,5.9,3,0,0,0.0,0,3,0,0,0,0,504,504,2,221,34,247,0,0,239,265,0,20,27,1,0,18,0,0,0,
Chris Harris Jr.,6457,CB,NO,10,3,0,78.0,0,1,20,0,0,47.8,50.1,37.4,66.3,60.3,56.6,0,5,0,0,62,6.5,2,1,4,110.5,32,1,0,29,61,226,375,15,0,0,15,0,1,360,20,129,268,9,26,0,41,6,1,351,146,11.0
Josh Bynes,6503,LB,BLT,7,4,0,58.3,0,0,3,0,0,69.9,54.2,80.9,58.5,38.1,62.3,0,1,0,1,22,13.3,4,1,0,72.6,7,1,0,258,1,124,269,3,0,0,3,0,0,266,23,122,7,9,22,1,12,2,1,83,56,11.9
Nick Bellore,6515,FB,SEA,3,1,0,,0,0,29,0,0,60.0,80.8,65.9,60.0,74.9,71.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,9,0,1,10,0,0,0,0,0,0,10,1,8,0,0,0,0,0,0,0,0,0,
Mario Addison,6558,ED,HST,12,5,1,0.0,0,1,13,0,0,64.1,57.8,88.9,59.4,50.7,68.1,1,17,0,0,,6.7,1,0,0,39.6,0,2,0,5,0,1,367,362,0,1,352,9,0,5,206,160,0,8,9,0,1,20,0,0,0,
Stephon Gilmore,7016,CB,IND,16,4,0,63.4,0,0,14,0,0,81.1,79.1,68.6,,65.6,70.3,0,0,0,2,53,8.6,6,8,4,82.6,52,0,0,85,957,599,1064,10,0,0,10,0,0,1054,0,465,12,12,60,0,82,0,2,585,233,11.3
Fletcher Cox,7018,DI,PHI,17,9,0,,0,1,24,1,0,,56.4,78.1,62.0,49.0,44.8,9,20,0,0,,11.1,4,0,1,0.0,0,8,0,1,0,0,712,711,15,332,25,339,0,1,452,260,0,20,23,2,0,37,0,0,0,
Michael Brockers,7020,DI,DET,6,0,1,,0,0,11,0,0,,51.3,81.3,55.2,50.4,37.2,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,123,123,0,83,10,30,0,0,61,62,0,3,4,0,0,2,0,0,0,
Bruce Irvin,7021,ED,SEA,11,5,0,100.0,0,0,29,0,0,57.8,60.2,31.7,55.0,69.3,43.0,3,13,0,0,6,20.0,6,0,3,84.7,3,4,0,0,0,24,402,400,0,0,400,0,0,2,181,197,2,17,19,1,3,20,0,13,19,4.3
Melvin Ingram III,7024,ED,MIA,17,3,1,88.9,1,1,17,2,1,48.6,70.3,15.5,78.6,65.9,30.1,5,23,0,0,19,31.3,5,0,6,99.5,8,7,0,19,0,62,509,469,0,0,469,0,0,40,311,136,21,14,8,2,9,35,0,71,56,8.9
Chandler Jones,7027,ED,LV,15,12,2,100.0,1,1,23,3,1,59.7,63.8,69.1,60.4,65.5,37.7,10,32,0,0,14,19.6,9,0,2,102.1,6,5,0,1,0,35,783,780,0,6,757,17,0,3,472,276,2,19,25,1,6,47,0,51,30,8.5
Janoris Jenkins,7043,CB,SF,2,0,0,100.0,0,0,28,0,0,47.4,49.1,74.7,,60.3,29.6,0,0,0,0,18,33.3,1,0,0,118.8,3,0,0,3,28,22,31,0,0,0,0,0,0,31,0,9,0,0,2,0,3,0,0,40,10,13.3
Bobby Wagner,7050,LB,LA,17,44,0,77.1,0,0,26,0,0,77.9,90.7,87.5,79.6,91.1,91.0,3,11,0,2,49,2.9,4,3,1,92.4,37,6,0,1018,1,529,1079,35,0,0,35,0,0,1044,113,437,25,50,89,5,48,20,1,420,332,11.4
Lavonte David,7060,LB,TB,17,27,0,80.3,0,2,30,1,0,88.5,84.1,67.1,65.5,73.5,72.4,0,2,0,0,38,8.1,10,5,2,97.6,61,3,0,942,10,603,1074,55,0,0,55,0,2,1019,55,416,65,57,87,9,76,5,1,484,243,7.9
Vinny Curry,7061,ED,NYJ,11,5,0,,0,0,22,0,0,60.0,52.6,57.5,58.9,50.2,42.3,1,8,0,0,,16.7,3,0,1,0.0,0,0,0,0,0,0,184,184,0,4,172,8,0,0,94,90,0,6,10,1,0,9,0,0,0,
Casey Hayward Jr.,7064,CB,ATL,6,1,0,57.1,0,0,2,0,0,65.6,64.7,83.4,,55.2,33.7,0,0,0,1,40,23.8,5,2,0,80.2,16,0,0,41,295,236,355,3,0,0,3,0,0,352,0,119,16,2,15,0,28,0,1,225,68,14.1
Demario Davis,7079,LB,NO,17,38,0,73.8,0,0,20,1,0,79.8,82.7,71.6,85.9,73.6,56.0,2,7,0,1,26,14.4,17,4,1,96.9,31,9,0,955,4,584,1132,115,0,0,115,0,8,1017,69,479,49,43,63,6,42,18,2,276,209,8.9
Akiem Hicks,7090,DI,TB,11,5,2,100.0,0,0,30,0,0,58.2,61.9,52.5,58.6,65.7,50.1,3,4,0,0,7,9.1,2,0,2,95.8,1,1,0,3,0,2,398,395,12,274,35,74,0,3,228,168,0,15,15,1,1,8,0,7,7,7.0
Rodney McLeod,7271,S,IND,17,21,0,64.4,0,0,14,1,0,85.3,80.1,83.5,60.6,66.8,77.2,0,2,1,2,28,7.4,7,6,2,94.8,38,0,0,527,11,578,1034,30,0,0,30,0,290,1004,12,444,174,28,67,8,59,2,5,353,237,9.3
Michael Thomas,7279,S,CIN,3,0,0,,0,0,7,0,0,64.3,58.6,73.9,57.6,51.0,80.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,10,0,15,26,1,0,0,1,0,12,25,2,9,2,0,2,0,0,0,0,0,0,
Tashaun Gipson Sr.,7288,S,SF,17,11,0,56.7,0,0,28,0,0,58.0,67.2,89.7,58.2,89.5,91.2,0,1,0,5,40,1.7,1,3,0,51.5,17,1,0,128,11,671,1036,34,0,0,34,0,754,1002,9,356,109,7,48,1,30,2,0,301,73,17.7
Brandon Bolden,7469,HB,LV,1,0,0,,0,0,23,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Harrison Smith,7641,S,MIN,14,10,0,79.5,1,1,18,0,0,69.5,69.1,88.8,56.0,64.8,81.0,0,2,0,5,49,9.8,9,3,1,78.0,35,0,0,227,10,581,912,38,0,0,38,0,519,874,12,319,118,15,73,1,44,2,2,378,131,10.8
Josh Norman,7649,CB,CAR,2,1,0,66.7,0,0,5,0,0,51.7,54.0,78.4,,60.6,79.6,0,0,0,0,25,0.0,0,0,0,134.7,4,0,0,4,67,32,71,0,0,0,0,0,0,71,0,39,0,1,5,0,6,0,1,54,27,13.5
Justin Bethel,7654,CB,MIA,6,0,0,60.0,0,0,17,0,0,52.9,51.4,79.6,,47.9,57.3,0,0,0,1,19,11.8,2,2,1,70.2,12,0,0,23,36,102,125,2,0,0,2,0,1,123,0,23,61,2,15,0,20,0,1,107,58,8.9
Xavier Rhodes,7806,CB,BUF,2,0,0,55.6,0,0,4,0,0,52.7,51.1,78.7,,44.8,37.6,0,0,0,0,19,25.0,1,0,0,71.1,5,0,0,1,71,50,72,0,0,0,0,0,0,72,0,22,0,0,3,0,9,0,0,49,8,9.8
Darius Slay,7817,CB,PHI,17,7,0,54.7,0,0,24,0,0,77.4,73.1,87.6,,44.7,60.6,0,0,0,3,41,9.8,6,8,3,76.8,41,0,0,80,914,629,1002,1,0,0,1,0,2,1001,0,373,5,13,48,0,75,0,4,504,151,12.3
Giovani Bernard,7818,HB,TB,1,0,0,,0,0,30,0,0,60.7,70.3,60.5,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Johnathan Hankins,7830,DI,DAL,10,5,1,,1,0,9,0,0,60.0,46.0,57.3,50.8,49.1,33.4,1,3,0,0,,10.0,2,0,1,0.0,0,0,0,0,0,1,235,235,34,186,0,15,0,0,106,128,0,9,13,1,0,4,0,0,0,
Jon Bostic,7831,LB,WAS,9,6,0,70.0,0,0,32,0,0,50.4,46.1,81.3,50.6,47.7,64.6,0,1,0,0,41,9.1,2,0,0,130.0,7,0,0,255,0,140,263,3,0,0,3,0,0,260,10,113,5,7,14,0,10,1,1,87,83,12.4
Jamie Collins Sr.,7833,LB,NE,3,1,0,100.0,0,0,19,0,0,50.1,64.2,77.7,56.1,71.1,70.5,0,0,0,0,11,0.0,0,0,0,112.5,1,0,0,1,0,10,41,37,0,0,37,0,0,4,3,28,3,0,0,0,1,0,0,11,5,11.0
Tyrann Mathieu,7850,S,NO,17,18,0,67.4,0,1,20,1,0,87.9,81.2,86.6,70.7,62.9,65.4,1,2,0,3,21,10.2,10,4,2,65.9,29,1,0,525,19,631,1128,74,0,0,74,0,315,1054,20,477,195,19,70,3,43,4,2,219,139,7.6
John Jenkins,7863,DI,MIA,16,6,0,,0,0,17,0,0,59.8,58.6,59.8,67.3,52.8,64.9,0,9,0,0,,5.3,1,0,1,0.0,0,0,0,0,0,1,258,257,141,102,0,14,0,1,135,122,0,8,12,0,0,9,0,0,0,
Logan Ryan,7864,S,TB,9,6,0,66.7,0,1,30,1,0,65.4,69.1,85.4,51.4,75.2,80.7,0,1,0,1,27,5.9,2,3,0,90.4,10,0,0,71,3,291,445,19,0,0,19,0,318,426,9,145,34,8,26,1,15,1,1,138,50,13.8
Duron Harmon,7872,S,LV,17,16,1,84.0,0,2,23,0,0,77.6,72.3,87.5,53.8,59.8,66.6,0,2,1,2,55,12.6,12,2,0,70.2,21,0,0,237,14,635,1076,33,0,0,33,0,729,1043,23,418,63,11,67,0,25,2,0,221,121,10.5
Brandon Williams,7875,DI,KC,5,1,0,,0,0,16,0,0,59.2,54.1,80.0,57.2,53.2,69.2,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,83,83,10,71,0,2,0,0,50,32,0,0,0,0,0,2,0,0,0,
Akeem Spence,7882,DI,SF,7,5,0,,0,0,28,0,0,59.5,43.3,81.7,46.3,47.5,35.2,0,3,0,0,,18.2,2,0,0,0.0,0,0,0,0,0,1,147,147,5,120,0,22,0,0,76,70,0,3,4,0,0,3,0,0,0,
