,position,weighted_avg_accuracy_percent,weighted_avg_aimed_passes,weighted_avg_attempts,weighted_avg_avg_depth_of_target,weighted_avg_avg_time_to_throw,weighted_avg_bats,weighted_avg_big_time_throws,weighted_avg_btt_rate,weighted_avg_completion_percent,weighted_avg_completions,weighted_avg_declined_penalties,weighted_avg_def_gen_pressures,weighted_avg_drop_rate,weighted_avg_dropbacks,weighted_avg_drops,weighted_avg_first_downs,weighted_avg_franchise_id,weighted_avg_grades_hands_fumble,weighted_avg_grades_offense,weighted_avg_grades_pass,weighted_avg_grades_run,weighted_avg_hit_as_threw,weighted_avg_interceptions,weighted_avg_passing_snaps,weighted_avg_penalties,weighted_avg_pressure_to_sack_rate,weighted_avg_qb_rating,weighted_avg_sack_percent,weighted_avg_sacks,weighted_avg_scrambles,weighted_avg_spikes,weighted_avg_thrown_aways,weighted_avg_touchdowns,weighted_avg_turnover_worthy_plays,weighted_avg_twp_rate,weighted_avg_yards,weighted_avg_ypa,Team,Year,Previous_accuracy_percent,Previous_aimed_passes,Previous_attempts,Previous_avg_depth_of_target,Previous_avg_time_to_throw,Previous_bats,Previous_big_time_throws,Previous_btt_rate,Previous_completion_percent,Previous_completions,Previous_declined_penalties,Previous_def_gen_pressures,Previous_drop_rate,Previous_dropbacks,Previous_drops,Previous_first_downs,Previous_franchise_id,Previous_grades_hands_fumble,Previous_grades_offense,Previous_grades_pass,Previous_grades_run,Previous_hit_as_threw,Previous_interceptions,Previous_passing_snaps,Previous_penalties,Previous_pressure_to_sack_rate,Previous_qb_rating,Previous_sack_percent,Previous_sacks,Previous_scrambles,Previous_spikes,Previous_thrown_aways,Previous_touchdowns,Previous_turnover_worthy_plays,Previous_twp_rate,Previous_yards,Previous_ypa
0,QB,67.97697478991597,297.35798319327733,330.8487394957983,8.451092436974792,2.5931428571428574,8.275630252100841,15.514285714285714,3.8233613445378154,56.92773109243697,183.709243697479,0.0,153.88067226890757,8.024873949579833,380.62689075630254,18.094117647058823,99.9327731092437,1.0,34.43058823529412,48.220000000000006,47.674285714285716,58.931428571428576,4.8504201680672265,11.936134453781513,403.8806722689076,3.5428571428571427,23.0090756302521,67.7255462184874,9.221008403361346,37.34285714285714,11.472268907563025,0.8084033613445378,19.556302521008405,9.238655462184873,20.484033613445376,5.217142857142857,1909.8252100840336,5.768739495798319,Cardinals,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,QB,78.0179523141655,570.4137447405329,602.0995792426368,8.855820476858346,2.603913043478261,7.921458625525947,23.76437587657784,3.7626928471248244,69.41963534361852,417.90603085554,0.0,216.8499298737728,6.023842917251052,661.5105189340813,25.76437587657784,240.6241234221599,2.0,43.84081346423563,83.86605890603084,80.34866760168303,78.67503506311361,1.9803646563814867,6.931276297335203,699.1374474053296,0.9901823281907434,19.01150070126227,107.76619915848525,6.238148667601683,41.58765778401122,17.82328190743338,0.9901823281907434,20.79382889200561,34.65638148667602,20.79382889200561,2.97054698457223,4875.854137447405,8.048948106591865,Falcons,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,QB,71.79139784946237,277.3763440860215,305.3225806451613,9.13978494623656,2.7836559139784947,9.193548387096774,11.838709677419354,3.5268817204301075,59.900000000000006,185.19354838709677,0.0,99.49462365591398,8.365591397849462,330.0967741935484,18.0752688172043,103.6774193548387,3.0,59.48924731182796,67.13440860215054,66.43870967741935,66.06774193548388,2.956989247311828,4.935483870967742,352.48387096774195,2.6451612903225805,15.880645161290321,83.87204301075269,5.090322580645162,15.494623655913978,8.623655913978494,1.967741935483871,13.827956989247312,9.870967741935484,11.21505376344086,3.523655913978494,2017.3870967741937,6.66774193548387,Ravens,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,QB,65.57884012539185,216.95924764890282,238.09717868338558,10.592006269592476,3.020626959247649,1.3667711598746082,11.960815047021944,4.304545454545455,54.211598746081506,126.62852664576802,0.0,123.49843260188088,9.315203761755486,292.33699059561127,14.474921630094045,82.29153605015674,4.0,54.32507836990596,57.61786833855799,52.46896551724137,74.12131661442008,3.188087774294671,9.714733542319749,316.4294670846395,2.8557993730407523,18.386206896551727,62.300470219435745,6.950470219435736,20.634796238244515,32.93260188087774,0.0,16.58307210031348,6.971786833855799,16.55015673981191,5.622257053291535,1509.3401253918496,6.160971786833856,Bills,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,QB,76.74137931034483,375.86356821589203,401.53973013493254,7.771964017991006,2.6856971514242876,6.692653673163418,11.032983508245877,2.501049475262369,67.04617691154424,272.37331334332833,0.0,148.52773613193403,6.137331334332833,452.2128935532234,20.178410794602698,159.976011994003,5.0,78.96581709145427,68.47376311844079,67.4431784107946,66.22818590704647,1.1514242878560719,11.176911544227886,475.7316341829085,6.692653673163418,15.184857571214394,91.99460269865068,5.082608695652174,24.46776611694153,22.859070464767616,2.6101949025487254,15.221889055472264,20.292353823088455,22.152923538230883,4.534632683658171,2887.7331334332835,7.155622188905547,Panthers,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,QB,72.39494470774093,367.61927330173773,380.83728278041076,9.166350710900476,2.757030015797788,1.8515007898894156,16.77251184834123,4.118799368088467,67.0603475513428,253.95418641390205,0.0,129.47709320695103,3.8494470774091623,436.11532385466035,9.109004739336493,145.76461295418642,6.0,48.431121642969984,62.19810426540285,58.16319115323855,79.00789889415482,2.0,10.515007898894154,472.9178515007899,4.5545023696682465,18.482938388625595,94.6872037914692,5.616745655608215,21.77251184834123,30.951026856240127,0.8515007898894155,8.515007898894154,20.881516587677726,19.03001579778831,3.8030015797788304,2820.864139020537,7.31090047393365,Bears,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,QB,72.4,280.02611367127497,300.258064516129,8.797235023041475,2.5308294930875577,6.0,17.519201228878647,5.112135176651306,61.14639016897082,184.55145929339477,0.0,107.47465437788019,9.356374807987711,331.2027649769585,18.259600614439325,108.59600614439324,7.0,77.35391705069125,71.89754224270354,69.64009216589862,66.65130568356375,2.9723502304147464,7.917050691244239,357.7772657450077,0.3425499231950845,18.178494623655915,87.06513056835637,6.019354838709678,18.944700460829495,12.0,1.9723502304147464,9.287250384024578,15.861751152073733,13.259600614439323,3.6657450076804916,2030.594470046083,6.554685099846391,Bengals,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,QB,72.03333333333333,393.1666666666667,419.1666666666667,9.783333333333333,2.7083333333333335,8.0,33.666666666666664,6.783333333333333,61.4,265.3333333333333,0.8333333333333334,135.33333333333334,8.366666666666667,460.5,24.0,151.0,8.0,68.5,77.16666666666667,74.06666666666666,73.4,1.8333333333333333,12.0,498.3333333333333,1.0,18.666666666666668,88.83333333333333,5.916666666666667,23.0,16.666666666666668,2.6666666666666665,13.5,22.833333333333332,15.666666666666666,3.1666666666666665,3183.0,7.35,Browns,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,QB,75.9,494.0,526.0,7.8999999999999995,2.86,5.0,20.0,3.6,67.7,356.0,0.0,226.0,5.1,611.0,19.0,199.0,9.0,28.8,74.6,73.4,65.5,7.0,8.0,653.0,4.0,24.8,96.9,9.2,56.0,29.0,0.0,20.0,22.0,18.0,2.8,3885.0,7.3999999999999995,Cowboys,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,QB,75.1,535.0,586.0,8.1,2.57,8.0,20.0,3.2,62.3,365.0,0.0,230.0,9.2,633.0,37.0,186.0,10.0,46.1,70.0,66.9,81.5,11.0,15.0,680.0,2.0,14.8,81.2,5.4,34.0,12.0,2.0,30.0,18.0,25.0,3.7,3890.0,6.6,Broncos,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
