Team,position,Year,total_snap_counts_defense,total_players,sum_Cap_Space,sum_adjusted_value,Win_Percent,Net_EPA,weighted_avg_grades_defense,weighted_avg_grades_coverage_defense,weighted_avg_grades_pass_rush_defense,weighted_avg_grades_run_defense,weighted_avg_grades_tackle,weighted_avg_missed_tackle_rate,weighted_avg_tackles,weighted_avg_assists,weighted_avg_sacks,weighted_avg_stops,weighted_avg_tackles_for_loss,weighted_avg_total_pressures,weighted_avg_hits,weighted_avg_hurries,weighted_avg_interceptions,weighted_avg_pass_break_ups,weighted_avg_forced_fumbles,weighted_avg_fumble_recoveries,weighted_avg_missed_tackles,weighted_avg_snap_counts_box,weighted_avg_snap_counts_offball,weighted_avg_snap_counts_pass_rush,weighted_avg_snap_counts_run_defense,weighted_avg_penalties,weighted_avg_targets,weighted_avg_declined_penalties,weighted_avg_age,weighted_avg_player_game_count,prev_weighted_avg_grades_defense,prev_weighted_avg_grades_coverage_defense,prev_weighted_avg_grades_pass_rush_defense,prev_weighted_avg_grades_run_defense,prev_weighted_avg_grades_tackle,prev_weighted_avg_missed_tackle_rate,prev_weighted_avg_tackles,prev_weighted_avg_assists,prev_weighted_avg_sacks,prev_weighted_avg_stops,prev_weighted_avg_tackles_for_loss,prev_weighted_avg_total_pressures,prev_weighted_avg_hits,prev_weighted_avg_hurries,prev_weighted_avg_interceptions,prev_weighted_avg_pass_break_ups,prev_weighted_avg_forced_fumbles,prev_weighted_avg_fumble_recoveries,prev_weighted_avg_missed_tackles,prev_weighted_avg_snap_counts_box,prev_weighted_avg_snap_counts_offball,prev_weighted_avg_snap_counts_pass_rush,prev_weighted_avg_snap_counts_run_defense,prev_weighted_avg_penalties,prev_weighted_avg_targets,prev_weighted_avg_declined_penalties,prev_weighted_avg_age,prev_weighted_avg_player_game_count,prev_total_snap_counts_defense,prev_total_players,prev_sum_Cap_Space,prev_sum_adjusted_value
49ers,LB,2010,1965.0,3,5.161432520325203,545.9759065217114,37.5,-0.03,86.36147582697201,71.39272264631043,76.48692111959288,86.8172010178117,87.04849872773536,4.9369465648854955,87.81221374045802,14.0529262086514,2.949618320610687,49.88346055979644,3.5826972010178118,12.774554707379135,2.184732824427481,7.640203562340967,1.201526717557252,2.9857506361323156,0.983206106870229,0.40050890585241733,5.0575063613231555,783.8193384223919,807.052417302799,63.96234096692112,346.8681933842239,0.5083969465648855,45.85445292620865,0.40050890585241733,27.880407124681934,14.968956743002545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,LB,2011,2335.0,4,7.0728764278297,613.190636759763,77.8,0.12,84.90860813704496,75.58501070663812,72.10312633832977,88.08167023554603,79.41922912205567,6.576702355460386,101.15631691648822,19.216702355460384,2.886509635974304,59.52291220556745,7.659957173447538,17.828265524625266,4.278800856531049,10.662955032119914,0.4012847965738758,6.880085653104925,1.7019271948608137,2.196573875802998,9.531049250535332,922.3430406852249,970.8235546038544,79.07580299785867,302.0051391862955,1.091220556745182,76.49164882226981,0.0,24.510920770877945,15.54561027837259,86.36147582697201,71.39272264631043,76.48692111959288,86.8172010178117,87.04849872773536,4.9369465648854955,87.81221374045802,14.0529262086514,2.949618320610687,49.88346055979644,3.5826972010178118,12.774554707379135,2.184732824427481,7.640203562340967,1.201526717557252,2.9857506361323156,0.983206106870229,0.40050890585241733,5.0575063613231555,783.8193384223919,807.052417302799,63.96234096692112,346.8681933842239,0.5083969465648855,45.85445292620865,0.40050890585241733,27.880407124681934,14.968956743002545,1965.0,3.0,5.161432520325203,545.9759065217114
49ers,LB,2012,2417.0,6,18.474124378109455,515.1568750354137,72.2,0.19,88.63363673976004,81.70332502078138,66.0911092646448,90.19222176251552,85.62483305509183,5.939023372287145,119.5142738932561,25.522962350020688,1.9586263963591228,66.63136119155979,5.875879189077368,12.7310715763343,3.440628878775341,7.331816301199835,1.46462556888705,6.378568473314026,1.46462556888705,0.4853123707074886,8.857261067438975,977.0285477865121,1118.8171286719073,81.77989242863053,435.435250310302,1.967314853123707,76.9106330161357,0.4940008274720728,25.486967314853125,18.674389739346296,84.90860813704496,75.58501070663812,72.10312633832977,88.08167023554603,79.41922912205567,6.576702355460386,101.15631691648822,19.216702355460384,2.886509635974304,59.52291220556745,7.659957173447538,17.828265524625266,4.278800856531049,10.662955032119914,0.4012847965738758,6.880085653104925,1.7019271948608137,2.196573875802998,9.531049250535332,922.3430406852249,970.8235546038544,79.07580299785867,302.0051391862955,1.091220556745182,76.49164882226981,0.0,24.510920770877945,15.54561027837259,2335.0,4.0,7.0728764278297,613.190636759763
49ers,LB,2013,2437.0,4,5.181415857605178,332.81676863082157,73.7,0.09,87.58071399261387,82.85617562576938,83.47312269183422,79.6111660486197,76.68608945424702,7.992860073861304,109.43290931473123,20.830118998768977,4.755026672137874,62.299958965941734,8.171112022979072,17.469839967172753,2.772260976610587,9.942552318424292,1.4197784160853508,2.4111612638489945,3.8309396799343456,1.4197784160853508,11.723840787853918,905.2215839146492,959.9618383258104,69.57488715633976,406.1862946245384,1.0631924497332785,62.92285597045548,0.0,26.348789495281082,17.13582273286828,88.63363673976004,81.70332502078138,66.0911092646448,90.19222176251552,85.62483305509183,5.939023372287145,119.5142738932561,25.522962350020688,1.9586263963591228,66.63136119155979,5.875879189077368,12.7310715763343,3.440628878775341,7.331816301199835,1.46462556888705,6.378568473314026,1.46462556888705,0.4853123707074886,8.857261067438975,977.0285477865121,1118.8171286719073,81.77989242863053,435.435250310302,1.967314853123707,76.9106330161357,0.4940008274720728,25.486967314853125,18.674389739346296,2417.0,6.0,18.474124378109455,515.1568750354137
49ers,LB,2014,2000.0,5,6.46340977443609,349.3453017945608,50.0,-0.03,69.74195000000002,68.34845,58.8150225338007,65.8676,70.34171256885328,10.03460190285428,61.1535,17.2725,0.238,32.398,5.663,5.7615,1.6935,3.83,1.662,1.9985,0.0,0.238,8.3275,576.9875,599.208,42.246,274.9425,1.848,44.2305,0.6785,26.1485,11.5355,87.58071399261387,82.85617562576938,83.47312269183422,79.6111660486197,76.68608945424702,7.992860073861304,109.43290931473123,20.830118998768977,4.755026672137874,62.299958965941734,8.171112022979072,17.469839967172753,2.772260976610587,9.942552318424292,1.4197784160853508,2.4111612638489945,3.8309396799343456,1.4197784160853508,11.723840787853918,905.2215839146492,959.9618383258104,69.57488715633976,406.1862946245384,1.0631924497332785,62.92285597045548,0.0,26.348789495281082,17.13582273286828,2437.0,4.0,5.181415857605178,332.81676863082157
49ers,LB,2015,2453.0,6,7.146967476270239,140.17413072273166,31.3,-0.15,57.42494904198941,42.039648117839604,69.83860578883,72.3425601304525,61.46722585924714,10.62757774140753,86.3126783530371,18.09294741133306,2.1243375458622094,46.12026090501427,4.739910313901345,14.626987362413372,2.616388096208724,9.886261720342437,0.2507134121483897,0.6579698328577253,0.6579698328577253,0.0,13.10558499796168,723.4247859763555,751.9828781084386,71.38646555238483,349.1655116184264,2.96249490419894,48.94537301263759,0.2507134121483897,26.353852425601303,13.898083978801468,69.74195000000002,68.34845,58.8150225338007,65.8676,70.34171256885328,10.03460190285428,61.1535,17.2725,0.238,32.398,5.663,5.7615,1.6935,3.83,1.662,1.9985,0.0,0.238,8.3275,576.9875,599.208,42.246,274.9425,1.848,44.2305,0.6785,26.1485,11.5355,2000.0,5.0,6.46340977443609,349.3453017945608
49ers,LB,2016,2149.0,8,10.407309203323242,190.1790236614316,12.5,-0.15,62.45081433224755,64.82633783154955,65.95053763440859,57.08054003724395,61.706983240223465,12.63207635009311,49.09399720800372,8.742205677059097,1.813401582131224,28.8371335504886,2.5053513261982316,5.845509539320615,0.5588645881805491,3.4732433690088413,1.0144253140995811,1.5574685900418799,0.6258724988366682,0.8631921824104235,8.879013494648675,493.1875290832946,520.7389483480689,37.34341554211261,264.48022335970217,0.4388087482550023,25.334108887854818,0.0,26.93066542577943,11.597021870637505,57.42494904198941,42.039648117839604,69.83860578883,72.3425601304525,61.46722585924714,10.62757774140753,86.3126783530371,18.09294741133306,2.1243375458622094,46.12026090501427,4.739910313901345,14.626987362413372,2.616388096208724,9.886261720342437,0.2507134121483897,0.6579698328577253,0.6579698328577253,0.0,13.10558499796168,723.4247859763555,751.9828781084386,71.38646555238483,349.1655116184264,2.96249490419894,48.94537301263759,0.2507134121483897,26.353852425601303,13.898083978801468,2453.0,6.0,7.146967476270239,140.17413072273166
49ers,LB,2017,1678.0,5,2.9103532934131735,479.6241266931433,37.5,-0.04,63.1533969010727,58.286114421930876,59.43198795180723,65.51448152562574,63.28031496062992,12.475408843125377,44.00774731823599,9.981525625744935,0.9237187127532777,24.16507747318236,3.7866507747318234,7.717520858164481,3.0119189511323006,3.7818831942789033,0.0,0.7145411203814065,0.38498212157330153,0.0,7.953516090584029,400.19606674612635,430.63051251489867,58.19666269368295,258.80274135876044,0.2693682955899881,30.255065554231226,0.0,24.154946364719905,13.44994040524434,62.45081433224755,64.82633783154955,65.95053763440859,57.08054003724395,61.706983240223465,12.63207635009311,49.09399720800372,8.742205677059097,1.813401582131224,28.8371335504886,2.5053513261982316,5.845509539320615,0.5588645881805491,3.4732433690088413,1.0144253140995811,1.5574685900418799,0.6258724988366682,0.8631921824104235,8.879013494648675,493.1875290832946,520.7389483480689,37.34341554211261,264.48022335970217,0.4388087482550023,25.334108887854818,0.0,26.93066542577943,11.597021870637505,2149.0,8.0,10.407309203323242,190.1790236614316
49ers,LB,2018,2108.0,5,4.758068284424379,207.42019347206724,25.0,-0.09,60.56214421252372,59.36181214421252,56.924478178368126,64.44103415559773,60.99060721062619,12.651470588235293,62.00521821631879,13.226755218216319,0.3088235294117647,33.3107210626186,2.7471537001897532,6.026091081593928,1.7926944971537002,3.924573055028463,0.0,3.711100569259962,0.8116698292220114,0.5028462998102466,10.03415559772296,602.03889943074,669.9791271347249,50.95825426944972,291.44354838709677,2.555977229601518,47.576375711574954,0.0,23.25569259962049,13.610056925996204,63.1533969010727,58.286114421930876,59.43198795180723,65.51448152562574,63.28031496062992,12.475408843125377,44.00774731823599,9.981525625744935,0.9237187127532777,24.16507747318236,3.7866507747318234,7.717520858164481,3.0119189511323006,3.7818831942789033,0.0,0.7145411203814065,0.38498212157330153,0.0,7.953516090584029,400.19606674612635,430.63051251489867,58.19666269368295,258.80274135876044,0.2693682955899881,30.255065554231226,0.0,24.154946364719905,13.44994040524434,1678.0,5.0,2.9103532934131735,479.6241266931433
49ers,LB,2019,2311.0,6,8.131427205100955,308.9031162508162,79.0,0.216,63.1319342276071,71.6852012115967,62.43792949576082,51.87498918217222,55.005322371267845,14.22903504976201,63.19125919515361,13.013846819558633,1.7468628299437472,29.88273474686283,2.3872782345305064,6.7957594115101685,1.1661618347035916,3.88273474686283,0.906966681090437,3.7607096495023797,1.433145824318477,0.0,11.484638684552142,619.0523582864561,683.86023366508,39.76849848550411,271.3613154478581,1.709649502379922,56.37386412808308,0.42622241453916054,22.56901774123756,13.968844655993077,60.56214421252372,59.36181214421252,56.924478178368126,64.44103415559773,60.99060721062619,12.651470588235293,62.00521821631879,13.226755218216319,0.3088235294117647,33.3107210626186,2.7471537001897532,6.026091081593928,1.7926944971537002,3.924573055028463,0.0,3.711100569259962,0.8116698292220114,0.5028462998102466,10.03415559772296,602.03889943074,669.9791271347249,50.95825426944972,291.44354838709677,2.555977229601518,47.576375711574954,0.0,23.25569259962049,13.610056925996204,2108.0,5.0,4.758068284424379,207.42019347206724
