,Team,Year,Position,Value_cap_space,Value_draft_data,Previous_AV,Current_AV,Previous_PFF,Current_PFF,Total DVOA,win-loss-pct,Net EPA,weighted_avg_accuracy_percent,weighted_avg_aimed_passes,weighted_avg_attempts,weighted_avg_avg_depth_of_target,weighted_avg_avg_time_to_throw,weighted_avg_bats,weighted_avg_big_time_throws,weighted_avg_btt_rate,weighted_avg_completion_percent,weighted_avg_completions,weighted_avg_declined_penalties,weighted_avg_def_gen_pressures,weighted_avg_drop_rate,weighted_avg_dropbacks,weighted_avg_drops,weighted_avg_first_downs,weighted_avg_franchise_id,weighted_avg_grades_hands_fumble,weighted_avg_grades_pass,weighted_avg_grades_run,weighted_avg_hit_as_threw,weighted_avg_interceptions,weighted_avg_passing_snaps,weighted_avg_penalties,weighted_avg_pressure_to_sack_rate,weighted_avg_qb_rating,weighted_avg_sack_percent,weighted_avg_sacks,weighted_avg_scrambles,weighted_avg_spikes,weighted_avg_thrown_aways,weighted_avg_touchdowns,weighted_avg_turnover_worthy_plays,weighted_avg_twp_rate,weighted_avg_yards,weighted_avg_ypa,Previous_accuracy_percent,Previous_aimed_passes,Previous_attempts,Previous_avg_depth_of_target,Previous_avg_time_to_throw,Previous_bats,Previous_big_time_throws,Previous_btt_rate,Previous_completion_percent,Previous_completions,Previous_declined_penalties,Previous_def_gen_pressures,Previous_drop_rate,Previous_dropbacks,Previous_drops,Previous_first_downs,Previous_franchise_id,Previous_grades_hands_fumble,Previous_grades_offense,Previous_grades_pass,Previous_grades_run,Previous_hit_as_threw,Previous_interceptions,Previous_passing_snaps,Previous_penalties,Previous_pressure_to_sack_rate,Previous_qb_rating,Previous_sack_percent,Previous_sacks,Previous_scrambles,Previous_spikes,Previous_thrown_aways,Previous_touchdowns,Previous_turnover_worthy_plays,Previous_twp_rate,Previous_yards,Previous_ypa
0,Buccaneers,2019,QB,11.785334750265674,367.8794411714423,16.0,15.0,75.36959896507116,68.30306258322238,1.50%,0.4375,0.072,70.18135818908124,570.9587217043942,622.6870838881491,10.864846870838882,2.748295605858855,9.946737683089214,30.834886817576564,4.674966711051931,60.64300932090546,377.9866844207723,0.0,231.76964047936085,5.669640479360853,701.2663115845539,22.87749667110519,253.64713715046605,30.0,62.64633821571238,66.5982689747004,70.54886817576565,11.936085219707056,29.840213049267643,743.0426098535286,7.957390146471371,20.092410119840213,84.18388814913449,6.6643142476697745,46.749667110519304,31.829560585885485,1.9893475366178428,27.85619174434088,32.82423435419441,39.78695073235686,5.371238348868176,5081.884154460719,8.180292942743009,72.05808538163001,313.21086675291076,326.42949547218626,11.10465717981889,2.7823285899094437,4.0,15.734799482535577,4.958085381630013,65.42043984476068,212.745148771022,0.0,130.85640362225098,5.32509702457956,380.0530401034929,11.609314359637777,147.2470892626132,30.0,63.247347994825354,75.36959896507116,73.80866752910738,67.71539456662354,3.2186287192755496,13.21862871927555,404.9741267787839,2.2186287192755496,16.398188874514876,94.1849935316947,5.63117723156533,21.921086675291075,31.3117723156533,0.6093143596377749,5.390685640362225,18.21862871927555,20.046571798188875,5.051617076326003,2747.430789133247,8.564165588615783
1,Packers,2019,QB,16.068012752391073,7.164329216945064,14.0,14.0,85.45994832041343,81.22507288629738,7.70%,0.8125,0.089,73.31239067055392,520.2099125364432,565.8746355685131,9.151166180758016,2.9118367346938774,1.9854227405247813,35.737609329446066,5.856997084548105,62.19402332361515,351.44169096209913,0.0,216.41836734693877,7.743148688046648,627.4227405247814,29.78134110787172,196.56413994169097,12.0,73.09489795918367,79.91486880466472,69.04314868804664,3.9708454810495626,3.9708454810495626,676.072886297376,9.927113702623906,16.379737609329446,95.28921282798834,5.658454810495627,35.737609329446066,25.810495626822156,0.9927113702623906,38.71574344023323,25.810495626822156,15.88338192419825,2.2832361516034987,3978.896501457726,6.97667638483965,73.41214470284238,499.0878552971576,561.1472868217054,9.2968992248062,2.958733850129199,0.0,32.80361757105943,5.299741602067184,61.35038759689922,349.2609819121447,0.9354005167958656,211.43410852713177,6.036434108527131,640.2377260981912,19.901808785529717,206.49870801033592,12.0,58.43953488372093,85.45994832041343,82.63720930232557,76.98708010335918,4.741602067183463,2.0,680.4599483204134,10.289405684754522,22.116537467700255,93.91136950904392,7.2516795865633075,46.093023255813954,32.06201550387597,1.9354005167958657,55.382428940568474,23.38501291989664,10.612403100775191,2.049095607235142,4167.129198966409,7.212661498708011
2,Giants,2019,QB,15.116896918172158,469.6677458560091,12.0,12.0,64.01827794561933,64.89917469050894,-17.50%,0.25,-0.137,72.14002751031636,357.81705639614853,389.7042640990371,8.521870701513068,2.7872627235213203,5.331499312242091,17.111416781292984,4.204401650618982,61.952407152682255,241.1348005502063,0.0,178.88033012379643,6.296286107290233,443.9656121045392,17.22971114167813,129.46079779917468,21.0,27.563961485557083,64.76341127922971,54.89133425034388,11.559834938101789,10.442916093535077,475.86932599724895,1.7771664374140304,17.634938101788173,86.56588720770289,6.643191196698761,32.24209078404402,21.240715268225586,0.0,14.995873452544703,20.005502063273727,26.11554332874828,5.514442916093535,2585.97386519945,6.702338376891335,74.33429003021149,537.9441087613293,571.6873111782477,7.843806646525679,2.5213595166163145,5.954682779456193,24.81117824773414,4.0690332326283984,65.50151057401813,377.1299093655589,0.0,211.4214501510574,6.3516616314199394,622.3021148036254,25.803625377643503,204.44410876132932,21.0,55.20649546827795,64.01827794561933,63.42129909365559,59.60302114803626,4.962235649546828,10.924471299093655,652.0755287009064,4.962235649546828,21.93308157099698,91.70211480362538,7.443353474320242,46.64501510574018,3.9697885196374623,0.9924471299093656,21.83383685800604,20.841389728096676,30.7809667673716,4.9666163141993955,4266.530211480363,7.443353474320242
3,Commanders,2019,QB,4.893730074388948,320.48893308851433,9.0,7.0,62.67095761381476,60.051194539249146,-25.70%,0.1875,-0.213,71.83856655290101,199.32423208191128,213.6621160409556,8.057679180887373,2.7244880546075083,2.325938566552901,9.042662116040956,3.8790102389078496,62.17969283276451,132.91296928327645,0.4948805460750853,85.80204778156997,7.320648464163822,242.1331058020478,10.315699658703071,73.82423208191126,32.0,54.3141638225256,60.09675767918088,54.946245733788395,3.9061433447098977,5.631399317406143,260.32423208191125,1.431740614334471,25.26160409556314,82.64351535836177,9.066382252559729,20.619453924914676,6.914675767918089,1.431740614334471,6.674061433447099,8.53754266211604,8.337883959044369,3.3802047781569966,1455.5767918088736,6.653754266211604,71.17048665620094,207.24175824175825,230.37205651491365,8.800313971742542,2.8584144427001568,3.554160125588697,6.199372056514914,2.5863422291993725,60.93485086342229,142.85243328100472,0.0,87.55259026687598,5.290737833594976,265.5274725274725,6.508634222919937,79.92778649921507,32.0,61.87535321821036,62.67095761381476,59.86389324960754,65.97692307692309,3.995290423861853,4.441130298273156,282.14285714285717,1.5086342229199372,20.970172684458397,77.77833594976453,7.526059654631084,16.805337519623233,17.728414442700156,1.469387755102041,14.111459968602826,7.149136577708006,7.503924646781789,3.640031397174254,1523.2935635792778,6.431868131868132
4,Patriots,2019,QB,11.976620616365569,17.32443374690842,14.0,12.0,90.6177033492823,80.11544011544011,29.90%,0.75,0.227,72.73477633477634,554.002886002886,608.6060606060606,7.973304473304474,2.6084848484848484,4.963924963924964,22.834054834054832,3.474747474747475,60.72207792207792,370.32323232323233,0.0,190.62193362193364,8.33939393939394,638.3968253968254,33.75468975468976,193.6002886002886,19.0,81.21991341991342,77.03131313131314,72.9062049062049,4.963924963924964,7.94949494949495,683.0721500721501,3.971139971139971,14.71976911976912,87.5007215007215,4.313997113997114,26.81240981240981,2.9783549783549783,0.0,44.675324675324674,23.826839826839823,16.884559884559884,2.6262626262626263,4027.8297258297257,6.577633477633478,75.51834130781499,530.3094098883572,568.1881977671451,8.27671451355662,2.5062998405103665,3.9872408293460926,28.90749601275917,4.784688995215311,65.74960127591707,373.8070175438597,0.0,153.50877192982455,6.678628389154705,594.1052631578947,26.91387559808613,208.33333333333337,19.0,80.58022328548645,90.6177033492823,88.49441786283892,75.07511961722487,1.9936204146730463,10.964912280701755,623.0127591706539,0.9968102073365231,13.556618819776714,97.574322169059,3.488835725677831,20.933014354066987,4.984051036682616,1.9936204146730463,29.904306220095695,28.90749601275917,15.94896331738437,2.59170653907496,4341.130781499202,7.586921850079745
5,Vikings,2019,QB,15.802337938363442,22.893844837021913,12.0,14.0,79.3,84.16648044692738,15.40%,0.625,0.123,80.10167597765363,389.14525139664806,426.6703910614525,8.263128491620112,2.880167597765363,5.8361266294227185,20.221601489757916,4.592551210428305,68.60837988826815,294.9143389199255,0.0,168.07635009310988,5.860521415270019,462.15456238361264,17.344506517690874,162.3221601489758,18.0,37.304283054003726,85.67877094972067,31.5487895716946,5.795158286778398,5.8361266294227185,494.8026070763501,0.9590316573556796,15.344506517690876,104.43798882681564,5.562383612662942,26.852886405959033,8.631284916201118,0.0,25.893854748603353,24.934823091247672,11.549348230912477,2.3901303538175047,3462.4711359404096,8.013966480446927,79.5,561.0,606.0,7.9,2.61,17.0,26.0,4.1,70.1,425.0,0.0,261.0,4.7,669.0,21.0,220.0,18.0,61.1,79.3,79.2,51.4,8.0,10.0,705.0,2.0,15.3,99.7,6.0,40.0,17.0,3.0,17.0,30.0,17.0,2.4,4298.0,7.1
6,Broncos,2019,QB,1.0201912858661,161.94911293113046,9.0,10.0,70.0,60.785643564356434,-9.00%,0.4375,-0.053,73.58267326732673,178.66831683168317,198.62376237623764,7.411881188118812,2.6698019801980197,4.292079207920792,6.03960396039604,2.757425742574257,61.656930693069306,126.33663366336634,0.0,80.7128712871287,6.896534653465347,222.59405940594056,9.0,68.18316831683168,10.0,51.28613861386139,59.23663366336634,65.28118811881188,4.03960396039604,3.866336633663366,239.01980198019805,1.306930693069307,19.57029702970297,83.60099009900989,7.058415841584158,16.60891089108911,6.841584158415841,0.5198019801980198,11.103960396039604,5.787128712871287,8.173267326732674,3.485643564356436,1349.381188118812,6.6905940594059405,75.1,535.0,586.0,8.1,2.57,8.0,20.0,3.2,62.3,365.0,0.0,230.0,9.2,633.0,37.0,186.0,10.0,46.1,70.0,66.9,81.5,11.0,15.0,680.0,2.0,14.8,81.2,5.4,34.0,12.0,2.0,30.0,18.0,25.0,3.7,3890.0,6.6
7,Falcons,2019,QB,9.14452709883103,33.936904353214956,16.0,15.0,83.86605890603084,74.53159851301115,-5.00%,0.4375,-0.03,76.76951672862454,511.996282527881,564.9776951672862,8.607063197026022,2.62910780669145,11.79182156133829,22.769516728624534,3.5769516728624535,66.98066914498142,374.728624535316,0.0,245.48698884758363,3.9910780669144983,628.6579925650558,17.234200743494423,216.8550185873606,2.0,47.01858736059479,73.29665427509293,62.04200743494424,7.349442379182156,12.79182156133829,670.9405204460967,2.721189591078067,17.30743494423792,93.67063197026022,6.618959107806692,43.72490706319702,19.955390334572492,1.0929368029739777,32.74721189591078,23.86245353159851,25.769516728624534,3.939405204460966,4104.847583643123,7.430111524163568,78.0179523141655,570.4137447405329,602.0995792426368,8.855820476858346,2.603913043478261,7.921458625525947,23.76437587657784,3.762692847124824,69.41963534361852,417.90603085554,0.0,216.8499298737728,6.023842917251052,661.5105189340813,25.76437587657784,240.6241234221599,2.0,43.84081346423563,83.86605890603084,80.34866760168303,78.67503506311361,1.9803646563814867,6.931276297335203,699.1374474053296,0.9901823281907434,19.01150070126227,107.76619915848524,6.238148667601683,41.58765778401122,17.82328190743338,0.9901823281907434,20.79382889200561,34.65638148667602,20.79382889200561,2.97054698457223,4875.854137447405,8.048948106591865
8,Bengals,2019,QB,9.240170031880975,56.0370722050217,11.0,8.0,71.89754224270354,60.80876216968011,-25.20%,0.125,-0.193,68.67232267037551,424.88595271210016,461.37830319888735,8.569401947148817,2.534965229485396,13.011126564673155,15.246175243393605,2.710431154381085,57.518219749652296,272.2336578581363,0.0,150.1001390820584,9.327260083449234,502.94158553546595,26.328233657858135,151.74547983310154,7.0,55.13004172461753,60.30166898470097,62.3769123783032,2.541029207232267,12.164116828929068,532.6578581363004,6.082058414464534,21.938803894297635,75.65215577190541,7.042559109874826,33.02225312934632,8.541029207232267,5.929068150208623,15.011126564673155,13.858136300417248,21.01112656467316,4.610848400556328,3031.969401947149,6.416411682892906,72.4,280.02611367127497,300.258064516129,8.797235023041475,2.5308294930875577,6.0,17.519201228878647,5.112135176651306,61.14639016897082,184.55145929339477,0.0,107.4746543778802,9.356374807987711,331.2027649769585,18.259600614439325,108.59600614439324,7.0,77.35391705069125,71.89754224270354,69.64009216589862,66.65130568356375,2.9723502304147464,7.917050691244239,357.7772657450077,0.3425499231950845,18.178494623655915,87.06513056835637,6.019354838709678,18.944700460829495,12.0,1.9723502304147464,9.287250384024578,15.861751152073731,13.259600614439323,3.665745007680491,2030.594470046083,6.554685099846391
9,Colts,2019,QB,6.737513283740701,20.765233658495006,16.0,11.0,90.81783264746228,60.43387096774194,-5.00%,0.4375,0.009,72.30806451612904,366.2661290322581,399.9112903225806,8.420967741935485,2.90008064516129,6.153225806451613,10.274193548387096,2.916935483870968,60.12903225806452,243.3306451612903,0.8790322580645161,174.28225806451613,9.67741935483871,453.5,24.45967741935484,137.15322580645162,14.0,58.975,59.48790322580645,58.16290322580645,5.395161290322581,5.758064516129032,488.14516129032256,4.395161290322581,14.166129032258064,85.47822580645162,5.493548387096774,24.338709677419356,29.25,2.6370967741935485,19.45967741935484,16.306451612903224,13.42741935483871,2.787903225806452,2631.1129032258063,6.491129032258065,75.69615912208505,606.6748971193416,635.5157750342936,8.180658436213992,2.5331275720164608,11.934156378600823,34.8079561042524,5.171467764060357,67.20507544581619,427.65157750342934,0.0,198.91358024691357,7.044855967078189,675.2962962962963,31.829903978052126,239.68312757201647,14.0,88.8138545953361,90.81783264746228,88.61344307270232,76.81769547325104,4.972565157750343,14.91769547325103,721.0438957475994,2.983539094650206,8.950617283950617,98.4673525377229,2.6851851851851856,17.901234567901234,20.88477366255144,1.989026063100137,9.945130315500686,38.78600823045267,21.87928669410151,2.983539094650206,4567.809327846365,7.163237311385459
