feature,base_feature,target,correlation,p_value,sample_size,q1_win_pct,q2_win_pct,q3_win_pct,q4_win_pct,interpretation
point_diff,Dif,win_pct,0.8980866375424396,1.7199333462076417e-195,544,0.2685715830449827,0.4392571366782007,0.5888570501730105,0.7862781141868512,"Pearson correlation between Dif and win_pct is 0.898 (p=0.000), indicating positive association."
nfelo,nfelo,win_pct,0.8677184003469787,1.1164419244719338e-166,544,0.28471020761245674,0.4385002162629758,0.5723399653979239,0.7874134948096886,"Pearson correlation between nfelo and win_pct is 0.868 (p=0.000), indicating positive association."
qb_off_pass_epa,qb_grade_mean,Pass,0.830047132725965,4.715644531896392e-123,479,0.3375612745098039,0.4581188725490196,0.5609375,0.7276631240731588,"Pearson correlation between qb_grade_mean and Pass is 0.830 (p=0.000), indicating positive association."
point_for,For,win_pct,0.7547501505448408,2.6463670900712736e-101,544,0.3078503460207612,0.4683445069204153,0.5672037197231834,0.7395653114186852,"Pearson correlation between For and win_pct is 0.755 (p=0.000), indicating positive association."
off_epa_play,Play,win_pct,0.7171591563211388,4.785733862348942e-87,544,0.3257190743944637,0.44877270761245674,0.5702854671280277,0.7381866349480969,"Pearson correlation between Play and win_pct is 0.717 (p=0.000), indicating positive association."
off_epa_pass,Pass,win_pct,0.7165331852600627,7.899513007781488e-87,544,0.32339424740484424,0.4509623702422145,0.5781790657439446,0.7304282006920415,"Pearson correlation between Pass and win_pct is 0.717 (p=0.000), indicating positive association."
qb_grade_win_pct,qb_grade_mean,win_pct,0.6539161241277318,9.035389744636663e-60,479,0.3375612745098039,0.4581188725490196,0.5609375,0.7276631240731588,"Pearson correlation between qb_grade_mean and win_pct is 0.654 (p=0.000), indicating positive association."
point_against,Against,win_pct,-0.6415234528650339,2.075955451254723e-64,544,0.6878243944636678,0.5896410034602075,0.4836721453287197,0.3218263408304498,"Pearson correlation between Against and win_pct is -0.642 (p=0.000), indicating negative association."
cb_def_pass_epa,cb_grade_mean,Pass.1,-0.5273848619535982,1.0199154204849352e-35,480,0.4080269607843137,0.48795955882352937,0.5597120098039216,0.6272058823529412,"Pearson correlation between cb_grade_mean and Pass.1 is -0.527 (p=0.000), indicating negative association."
hb_off_run_epa,hb_grade_mean,Rush,0.441906278068559,3.982046418639287e-24,475,0.43416337123084525,0.525488136431043,0.5309384346959123,0.5916955017301039,"Pearson correlation between hb_grade_mean and Rush is 0.442 (p=0.000), indicating positive association."
wr_grade_win_pct,wr_grade_mean,win_pct,0.42796422285816643,8.476751807985877e-23,480,0.3939950980392157,0.48400735294117647,0.568688725490196,0.6362132352941177,"Pearson correlation between wr_grade_mean and win_pct is 0.428 (p=0.000), indicating positive association."
s_def_pass_epa,s_grade_mean,Pass.1,-0.4196829893344801,6.67866968351408e-22,480,0.4464460784313725,0.48909313725490194,0.5419117647058823,0.605453431372549,"Pearson correlation between s_grade_mean and Pass.1 is -0.420 (p=0.000), indicating negative association."
cb_grade_win_pct,cb_grade_mean,win_pct,0.36636751764511055,1.0769988622051593e-16,480,0.4080269607843137,0.48795955882352937,0.5597120098039216,0.6272058823529412,"Pearson correlation between cb_grade_mean and win_pct is 0.366 (p=0.000), indicating positive association."
di_def_run_epa,di_grade_mean,Rush.1,-0.32999557454957806,1.1725675084632326e-13,480,0.4722426470588235,0.5303615196078432,0.5360906862745097,0.5442095588235295,"Pearson correlation between di_grade_mean and Rush.1 is -0.330 (p=0.000), indicating negative association."
off_epa_rush,Rush,win_pct,0.30487208387815745,3.6442307845432374e-13,544,0.43012002595155713,0.4968371539792387,0.5459829152249135,0.6100237889273356,"Pearson correlation between Rush and win_pct is 0.305 (p=0.000), indicating positive association."
te_grade_win_pct,te_grade_mean,win_pct,0.3047444960115573,8.968956890439096e-12,480,0.42598039215686273,0.509344362745098,0.5521446078431372,0.5954350490196079,"Pearson correlation between te_grade_mean and win_pct is 0.305 (p=0.000), indicating positive association."
s_grade_win_pct,s_grade_mean,win_pct,0.2941210501442756,4.9308207799327245e-11,480,0.4464460784313725,0.48909313725490194,0.5419117647058823,0.605453431372549,"Pearson correlation between s_grade_mean and win_pct is 0.294 (p=0.000), indicating positive association."
ol_grade_win_pct,ol_grade_mean,win_pct,0.2753910355787109,8.417718038702072e-10,480,0.4528799019607843,0.49721200980392155,0.5196691176470588,0.6131433823529412,"Pearson correlation between ol_grade_mean and win_pct is 0.275 (p=0.000), indicating positive association."
ed_grade_win_pct,ed_grade_mean,win_pct,0.26380619765219604,7.649749182084327e-09,465,0.44252765208647565,0.5051660750507099,0.5238019776876268,0.5921336206896551,"Pearson correlation between ed_grade_mean and win_pct is 0.264 (p=0.000), indicating positive association."
proe,proe,win_pct,0.2449061270138283,9.356302044544927e-06,320,0.4860753676470589,0.4664522058823529,0.5125919117647059,0.6181066176470589,"Pearson correlation between proe and win_pct is 0.245 (p=0.000), indicating positive association."
hb_grade_win_pct,hb_grade_mean,win_pct,0.2253615204372121,6.952662600146633e-07,475,0.43416337123084525,0.525488136431043,0.5309384346959123,0.5916955017301039,"Pearson correlation between hb_grade_mean and win_pct is 0.225 (p=0.000), indicating positive association."
lb_grade_win_pct,lb_grade_mean,win_pct,0.2038095774664787,6.765688616118449e-06,480,0.4807598039215686,0.49543504901960783,0.5205882352941177,0.5861213235294117,"Pearson correlation between lb_grade_mean and win_pct is 0.204 (p=0.000), indicating positive association."
di_grade_win_pct,di_grade_mean,win_pct,0.1589636384228774,0.0004724797985044105,480,0.4722426470588235,0.5303615196078432,0.5360906862745097,0.5442095588235295,"Pearson correlation between di_grade_mean and win_pct is 0.159 (p=0.000), indicating positive association."
