,Team,QB,RB/FB,WR,TE,OL,DL,LB,DB,K/P/LS
0,Cardinals,52.707122226550155,0.27339472465770537,8.45171863861186,7.222177309707717,0.0,1.8975945673822454,28.097922347079013,1.267757795791779,0.0
1,Falcons,2.722705465437227,0.7353133244521068,16.848644742226753,20.490383024667178,3.6173584445663445,0.5272139940269398,13.164241743506693,19.941401318252666,0.0
2,Ravens,0.0,6.869892490893961,14.81542708832719,2.1567946746898987,12.27400219316372,7.388426928523803,30.38909369437878,21.336507359221486,0.9962914593355484
3,Bills,0.0,6.889962908845678,2.6819757740292753,3.3304225279048256,0.0,57.078877063141434,3.885492949222296,21.36156526400429,0.4297040489015312
4,Panthers,0.0,0.9770924456964933,4.373440086984456,2.5349049843082017,0.0,20.05584797489312,22.447920527837496,22.97971186398794,0.0
5,Bears,30.939221586292486,0.23304195648097717,6.584997812441405,12.016393296249008,0.2910792253363929,0.6062662392742663,0.0,33.99019616596873,0.10000267864317795
6,Bengals,30.148267411016437,0.39179253492292376,26.107171232675164,4.469041243310732,0.1996796717686575,5.801219937699943,7.336020951652297,3.9650077139410045,0.498148233780756
7,Browns,0.0,0.8229116790157522,3.634120807329919,2.0491636977463257,0.7523068308161758,9.96421064591263,17.012522216180685,33.94632408436873,0.0
8,Cowboys,0.0,1.348441199121481,23.72144099945806,1.3184916854445363,0.9027639122621867,18.506660201374828,24.721184289340826,11.271000313756812,0.0
9,Broncos,0.0,14.024488140405431,25.80718758185951,4.630607640502606,4.9474831633472185,2.368538908089198,9.91271135597374,35.19430807060831,0.0
10,Lions,0.0,0.0,18.928396247090866,0.33135390684519767,0.0,44.14155856354167,5.580834698754944,6.650038092653857,0.0
11,Packers,10.449582375015131,3.961263769519429,9.140781987652828,1.9494007989347535,4.661905338336763,10.23314368720494,28.52487592301174,21.74167776298269,0.0
12,Texans,4.489411706800871,1.856181323751984,10.830698052147804,1.2181766725319616,0.0,2.704598309318436,4.220551501802654,39.86821543269881,0.0
13,Colts,0.2455322754583269,13.655446002156832,26.375943614235098,8.454976120782623,1.2671391156986598,34.958981666923435,0.8165151748574951,8.588815282699121,0.0
14,Jaguars,22.401411860250825,7.288572365646817,0.0,0.40450420903028317,2.38173327710881,1.9969076512205408,52.34097049774321,8.425244810945042,0.0
15,Chiefs,0.0,15.05379926046837,8.885206036177088,0.7386988240780838,6.636630134248309,16.36963256604151,16.948432659315767,30.681401778873383,0.0
16,Raiders,0.0,6.660451022667677,0.0,0.0,0.0,18.256511858283318,15.966435522405453,45.83357613192704,0.0
17,Chargers,25.370811367452855,2.816118519211978,3.4252145878801,2.204682023767034,0.0,0.5423939055286732,15.574369986367016,10.936229221398523,0.0
18,Rams,0.0,2.5280228953016937,55.98616742189364,4.716193656093489,0.0,9.223706176961603,9.83186262818984,7.390293346052944,0.0
19,Dolphins,18.339528612353124,0.0,18.266578689606273,0.0,0.0,17.255525546817047,13.323606676967085,9.424884120277207,0.21762027516055127
20,Vikings,0.0,4.108680400535748,16.327571911473946,0.13329931755851773,17.71860450283819,1.1531347662478473,10.204094648893424,23.274443523183876,0.0
21,Patriots,26.96515907830384,2.3655859762348945,9.539656128674432,0.0,0.0,13.21282710633792,11.191784735877915,19.633103077362644,0.0
22,Saints,0.0,0.0,23.06315060834376,0.0,23.158329117968105,13.485397087404488,10.517558105481747,11.63773594952211,0.0
23,Giants,14.883398801632802,0.14551102001126312,4.961366124614798,0.9444224856500251,0.0,10.462102424367501,21.827002787795262,11.757010588025423,0.0
24,Jets,16.59546595595021,6.189944566697426,11.539032401701075,1.1128606552616467,0.0,23.569801433909177,0.5762740302398668,18.1752182807287,0.0
25,Eagles,8.782821086912271,0.9820883370649297,30.652520523780446,0.3375398602347513,9.255207273220705,28.395752764773732,5.347208087387203,1.7920143836081142,0.0
26,Steelers,28.1927945261747,27.082680271961785,21.189454455049564,10.966026396290252,0.0,6.520164733605008,3.8816166376617343,0.0,0.1232259250051344
27,49ers,0.0,2.7783205510233993,25.5587172097113,0.2900444531288164,0.0,55.79722534316839,0.7394607005031508,3.28940940843144,1.7231693615358312
28,Seahawks,0.0,10.972106253803371,12.41915625309577,1.19655821457381,0.0,0.0,34.13835071680277,3.9038507804871148,0.0
29,Buccaneers,4.57402050240877,6.035711980471661,0.0,1.9598753660096584,0.0,10.262353376090694,38.865971517260405,10.437803296580782,0.9922602526713571
30,Titans,3.3720097206029016,1.2417648794055258,20.121086122856056,0.9509896191827387,0.0,18.906010760089337,4.266108528002921,38.9645872255545,0.0
31,Commanders,0.6805588395546556,5.7287222559189095,21.040268111397822,1.6715840983623416,0.0,44.01324108437079,14.292249647898187,5.234751678266322,0.11205576059132545
