,Unnamed: 0_x,Team,Year,Position,Value_cap_space,Value_draft_data,Previous_AV,Current_AV,Previous_PFF,Current_PFF_x,Total DVOA,win-loss-pct,Net EPA,Unnamed: 0_y,weighted_avg_attempts,weighted_avg_avoided_tackles,weighted_avg_breakaway_attempts,weighted_avg_breakaway_percent,weighted_avg_breakaway_yards,weighted_avg_declined_penalties,weighted_avg_designed_yards,weighted_avg_drops,weighted_avg_elu_recv_mtf,weighted_avg_elu_rush_mtf,weighted_avg_elu_yco,weighted_avg_elusive_rating,weighted_avg_explosive,weighted_avg_first_downs,weighted_avg_franchise_id,weighted_avg_fumbles,weighted_avg_gap_attempts,weighted_avg_grades_hands_fumble,Current_PFF_y,weighted_avg_grades_offense_penalty,weighted_avg_grades_pass,weighted_avg_grades_pass_block,weighted_avg_grades_pass_route,weighted_avg_grades_run,weighted_avg_grades_run_block,weighted_avg_longest,weighted_avg_penalties,weighted_avg_rec_yards,weighted_avg_receptions,weighted_avg_routes,weighted_avg_run_plays,weighted_avg_scramble_yards,weighted_avg_scrambles,weighted_avg_targets,weighted_avg_total_touches,weighted_avg_touchdowns,weighted_avg_yards,weighted_avg_yards_after_contact,weighted_avg_yco_attempt,weighted_avg_ypa,weighted_avg_yprr,weighted_avg_zone_attempts,Previous_attempts,Previous_avoided_tackles,Previous_breakaway_attempts,Previous_breakaway_percent,Previous_breakaway_yards,Previous_declined_penalties,Previous_designed_yards,Previous_drops,Previous_elu_recv_mtf,Previous_elu_rush_mtf,Previous_elu_yco,Previous_elusive_rating,Previous_explosive,Previous_first_downs,Previous_franchise_id,Previous_fumbles,Previous_gap_attempts,Previous_grades_hands_fumble,Previous_grades_offense,Previous_grades_offense_penalty,Previous_grades_pass,Previous_grades_pass_block,Previous_grades_pass_route,Previous_grades_run,Previous_grades_run_block,Previous_longest,Previous_penalties,Previous_rec_yards,Previous_receptions,Previous_routes,Previous_run_plays,Previous_scramble_yards,Previous_scrambles,Previous_targets,Previous_total_touches,Previous_touchdowns,Previous_yards,Previous_yards_after_contact,Previous_yco_attempt,Previous_ypa,Previous_yprr,Previous_zone_attempts
0,32,Buccaneers,2019,HB,2.247608926673751,126.419890722731,7.0,13.0,64.7673076923077,65.58160377358492,1.50%,0.4375,0.072,61,157.14705882352942,24.96470588235294,5.911764705882353,20.55529411764706,137.08235294117648,0.0,579.7794117647059,0.5705882352941176,5.482352941176471,24.96470588235294,419.4088235294118,43.93382352941177,13.773529411764706,27.66176470588235,30.0,2.002941176470588,77.44411764705882,59.85411764705883,66.03323529411765,82.9779411764706,0.0,48.08088235294117,62.79117647058823,66.49735294117647,59.8835294117647,32.92941176470588,0.5058823529411764,217.7735294117647,24.07941176470588,143.13529411764705,176.50588235294117,0.0,0.0,29.764705882352946,181.2264705882353,5.817647058823529,579.7794117647059,419.4088235294118,2.6173235294117645,3.606470588235294,1.4481176470588235,74.04411764705883,190.57432432432432,34.483108108108105,8.128378378378379,22.019594594594597,163.59121621621622,0.1114864864864864,704.3851351351351,1.7364864864864864,2.6621621621621623,34.483108108108105,507.3277027027027,43.13817567567568,19.30743243243243,33.347972972972975,30.0,0.902027027027027,77.53716216216216,77.88986486486488,65.03344594594594,85.6912162162162,0.0,58.23750000000001,50.8527027027027,67.98986486486487,60.043581081081086,25.24662162162162,0.902027027027027,109.28716216216216,20.652027027027028,244.0540540540541,216.3175675675676,0.0,0.0,26.93918918918919,211.22635135135133,4.141891891891892,704.3851351351351,507.3277027027027,2.547364864864865,3.5266891891891894,0.4673986486486486,103.22972972972973
1,33,Packers,2019,HB,1.1636556854410205,31.35271942381642,10.0,18.0,72.6438953488372,81.6004555808656,7.70%,0.8125,0.089,43,191.66666666666663,33.0948275862069,9.701149425287356,23.576149425287355,222.5775862068965,0.0,869.5833333333334,3.0086206896551726,9.091954022988508,33.0948275862069,600.6781609195402,53.16867816091954,19.95977011494253,44.52298850574713,12.0,1.3505747126436782,45.02873563218391,78.60201149425288,81.81522988505748,74.8051724137931,0.0,70.46436781609195,84.51034482758621,76.55919540229884,56.994540229885054,51.7528735632184,0.3074712643678161,401.9597701149425,45.76149425287356,270.8333333333333,210.2816091954023,0.0,0.0,58.47701149425287,237.42816091954023,11.112068965517242,869.5833333333334,600.6781609195402,3.0680172413793105,4.488793103448276,1.4330172413793103,145.7155172413793,119.16727272727272,17.203636363636363,5.265454545454546,21.163272727272727,133.72363636363636,0.0,564.1127272727273,1.0436363636363637,5.221818181818182,17.203636363636363,334.6981818181818,42.67236363636364,15.785454545454543,31.44,12.0,0.56,36.09090909090909,78.74145454545454,73.20436363636364,45.218545454545456,0.0,79.41527272727272,62.06254545454546,75.11236363636363,59.824,42.34909090909091,1.450909090909091,200.8109090909091,25.67636363636364,229.43636363636364,128.16,0.0,0.0,31.6,144.84363636363636,5.418181818181818,564.1127272727273,334.6981818181818,2.7715272727272726,4.706181818181818,0.8916000000000001,77.62545454545455
2,34,Giants,2019,HB,4.404888416578108,578.4723297349772,17.0,12.0,80.49929078014185,69.02804532577903,-17.50%,0.25,-0.137,54,171.08391608391608,32.24125874125874,7.066433566433567,30.291608391608392,255.55944055944056,0.7587412587412588,782.9755244755245,2.377622377622377,8.751748251748252,32.24125874125874,543.4685314685315,53.73846153846154,20.93006993006993,35.48601398601399,21.0,1.06993006993007,67.73076923076923,71.91258741258743,68.93181818181819,87.35489510489509,0.0,66.5909090909091,54.64860139860141,72.40384615384615,58.72307692307693,55.53846153846154,0.7587412587412588,343.09090909090907,40.91958041958042,300.75524475524475,191.5664335664336,0.0,0.0,54.26223776223776,212.0034965034965,4.79020979020979,782.9755244755245,543.4685314685315,2.961363636363636,4.316083916083915,1.0179020979020976,95.35664335664336,222.50943396226413,34.27358490566038,16.41509433962264,44.320754716981135,579.4528301886793,0.0,1101.2735849056603,4.4245283018867925,25.92452830188679,34.27358490566038,734.2075471698113,61.94245283018868,25.443396226415093,42.16037735849056,21.0,0.320754716981132,67.12264150943396,80.90566037735849,80.1622641509434,68.411320754717,0.0,59.95,77.68584905660377,79.90943396226416,55.66698113207547,65.55660377358491,0.8207547169811321,606.0377358490566,76.93396226415095,398.2735849056604,248.73584905660377,0.0,0.0,96.93396226415096,299.4433962264151,9.18867924528302,1101.2735849056603,734.2075471698113,3.138301886792453,4.717924528301887,1.4417924528301886,149.16037735849056
3,35,Commanders,2019,HB,3.4750265674814025,102.50049703360148,11.0,13.0,71.44403183023873,67.4902564102564,-25.70%,0.1875,-0.213,63,152.84761904761905,26.993650793650797,8.625396825396825,28.85492063492064,193.89523809523808,0.0,656.1365079365079,0.9206349206349206,6.831746031746032,26.993650793650797,466.9015873015873,66.96,17.95873015873016,29.774603174603172,32.0,2.126984126984127,86.75873015873016,61.22190476190477,67.86222222222221,83.48730158730159,0.0,34.439365079365075,59.98857142857143,69.45396825396826,56.04666666666667,32.56825396825397,0.0,154.52063492063493,17.882539682539683,122.3047619047619,170.68253968253967,0.0,0.0,23.187301587301587,170.7301587301587,3.615873015873016,656.1365079365079,466.9015873015873,3.1648571428571426,4.375238095238095,1.2734285714285714,64.72063492063492,210.15857605177996,37.579288025889966,10.977346278317151,32.670550161812294,309.3883495145631,0.0,872.2038834951456,1.2297734627831716,10.048543689320388,37.579288025889966,628.3786407766991,58.10161812297735,22.398058252427184,39.49514563106796,32.0,2.576051779935275,115.6019417475728,62.150485436893206,73.05145631067961,84.4990291262136,0.0,41.32977346278317,62.699352750809055,72.05631067961166,62.13754045307444,75.73462783171522,0.0,206.67313915857605,22.067961165048544,157.7831715210356,242.16504854368927,0.0,0.0,27.67961165048544,232.2265372168285,5.686084142394822,872.2038834951456,628.3786407766991,2.902330097087378,4.140776699029126,1.2698705501618122,91.7799352750809
4,36,Patriots,2019,HB,6.556854410201912,202.52758322027825,20.0,17.0,71.64122621564482,70.49401544401545,29.90%,0.75,0.227,52,175.7889447236181,26.097989949748744,5.670854271356784,17.78241206030151,114.10552763819096,0.1633165829145728,662.2688442211055,3.020100502512563,4.35427135678392,26.097989949748744,455.38693467336685,41.20125628140704,16.376884422110553,39.62311557788945,19.0,1.5728643216080402,106.2286432160804,73.2535175879397,69.62462311557789,80.63115577889448,12.27211055276382,78.14221105527638,56.99422110552763,67.87763819095477,59.811557788944725,27.83417085427136,0.3693467336683417,216.66582914572865,24.316582914572862,146.94221105527637,201.2889447236181,0.0,0.0,33.07286432160804,200.10552763819092,5.115577889447236,662.2688442211055,455.38693467336685,2.6396733668341708,3.903768844221106,1.2718844221105527,62.84422110552764,153.24725274725276,16.428571428571427,7.291208791208791,21.81428571428572,161.43956043956044,0.0,673.7115384615385,1.8653846153846156,2.120879120879121,16.428571428571427,376.8873626373626,24.04230769230769,18.505494505494507,38.42032967032967,19.0,0.8873626373626373,93.57142857142856,80.67554945054945,72.13846153846153,45.96428571428572,0.0,63.39148351648352,64.33489010989011,67.86510989010988,58.85604395604396,28.494505494505493,0.8324175824175825,243.228021978022,28.68956043956044,150.02747252747253,181.0,0.0,0.0,39.25824175824176,181.9368131868132,4.736263736263736,673.7115384615385,376.8873626373626,2.363021978021978,4.331868131868132,1.2840384615384617,49.87362637362637
5,37,Vikings,2019,HB,1.9872476089266733,160.89239367527688,12.0,25.0,72.75027624309392,76.71988071570576,15.40%,0.625,0.123,51,178.7440758293839,30.17772511848341,10.236966824644549,33.12464454976303,257.75118483412325,0.0,819.8388625592418,4.26303317535545,11.77962085308057,30.17772511848341,551.7464454976304,57.97440758293839,19.218009478672982,41.31042654028436,18.0,2.6066350710900474,40.64928909952607,59.85355450236967,76.92037914691943,64.68815165876778,0.0,48.12985781990521,63.38270142180095,77.72654028436018,58.93364928909953,60.39336492890995,0.5924170616113744,333.6658767772512,34.93364928909953,183.61374407582937,200.3649289099526,0.0,0.0,40.83649289099526,213.6777251184834,8.286729857819905,819.8388625592418,551.7464454976304,3.0807582938388625,4.67867298578199,1.5641469194312798,127.9265402843602,127.90102389078498,20.0580204778157,7.494880546075085,36.187372013651874,195.53924914675767,0.0,557.9283276450512,1.3993174061433449,10.081911262798634,20.0580204778157,377.3890784982936,57.56587030716723,14.030716723549489,21.10580204778157,18.0,0.9078498293515358,41.83617747440273,67.61296928327644,72.88430034129692,86.10034129692833,0.0,72.87679180887372,62.547440273037545,73.23993174061434,58.28873720136518,51.31399317406143,0.0,206.52559726962457,28.80887372013652,217.71672354948805,150.02047781569965,0.0,0.0,33.9419795221843,156.7098976109215,3.7747440273037545,557.9283276450512,377.3890784982936,2.9362116040955635,4.315699658703072,0.914368600682594,82.83617747440273
6,38,Broncos,2019,HB,1.2221041445270988,63.9714982173269,14.0,14.0,73.20090293453725,69.02285067873304,-9.00%,0.4375,-0.053,41,188.83798882681563,32.44134078212291,7.251396648044692,18.68603351955307,179.15083798882682,1.2513966480446927,815.5139664804469,4.497206703910615,6.340782122905028,32.44134078212291,505.7150837988827,45.00055865921788,18.558659217877096,32.88268156424581,10.0,0.0,76.85474860335195,90.67653631284917,69.2413407821229,47.05363128491619,0.0,39.81508379888268,54.86480446927375,74.21564245810058,50.69050279329609,34.642458100558656,1.2513966480446927,217.3463687150838,37.78770949720671,234.64804469273744,221.35195530726256,0.0,0.0,46.53072625698324,226.62569832402235,5.4860335195530725,815.5139664804469,505.7150837988827,2.6906145251396647,4.241899441340782,0.935586592178771,107.74860335195532,154.26966292134833,20.915730337078653,8.219101123595506,27.2938202247191,230.35393258426967,0.095505617977528,767.0112359550562,3.348314606741573,4.730337078651686,20.915730337078653,406.938202247191,41.47191011235955,21.40449438202247,38.43258426966292,10.0,0.4606741573033708,71.13483146067416,80.94662921348316,73.61573033707866,48.51179775280899,0.0,63.91910112359551,56.33426966292135,76.77359550561798,65.4056179775281,46.30337078651685,0.6348314606741573,182.5337078651685,27.617977528089888,164.81460674157304,172.6123595505618,0.0,0.0,35.252808988764045,181.8876404494382,6.775280898876405,767.0112359550562,406.938202247191,2.75747191011236,4.88876404494382,1.0403932584269662,75.35955056179775
7,39,Falcons,2019,HB,4.622741764080765,44.31341448905256,13.0,13.0,65.96027397260274,59.9977329974811,-5.00%,0.4375,-0.03,33,132.01290322580644,21.52258064516129,4.619354838709677,21.474838709677417,94.63225806451612,0.6645161290322581,482.0709677419355,0.8451612903225807,4.419354838709677,21.52258064516129,334.4516129032258,40.12903225806452,11.716129032258063,25.516129032258064,2.0,1.8516129032258064,59.49677419354839,64.25806451612904,59.88645161290322,57.66774193548387,0.775483870967742,52.19483870967742,63.09612903225806,60.192258064516125,60.33806451612903,25.98064516129032,0.7354838709677419,267.6709677419355,38.464516129032255,235.6322580645161,152.0,0.0,0.0,42.23225806451613,170.4774193548387,2.0451612903225804,482.0709677419355,334.4516129032258,2.5976774193548384,3.76258064516129,0.9848387096774194,66.92258064516129,122.22,15.693333333333332,9.543333333333331,39.062333333333335,240.1533333333333,0.6,554.2233333333334,1.16,3.05,15.693333333333332,349.92,38.57833333333333,17.276666666666667,25.64,2.0,1.48,31.78,63.02166666666667,65.94966666666666,63.82033333333333,0.0,58.138000000000005,62.04666666666667,67.29033333333332,56.96,46.72666666666667,1.2233333333333334,200.91333333333333,26.21333333333333,217.7,137.63333333333333,0.0,0.0,31.726666666666667,148.43333333333334,3.4266666666666667,554.2233333333334,349.92,2.7853,4.561333333333334,0.8479,85.51
8,40,Bengals,2019,HB,3.900106269925611,133.42106015502728,16.0,11.0,74.23650385604113,70.37449494949495,-25.20%,0.125,-0.193,38,241.9728096676737,44.95468277945619,12.238670694864048,28.245015105740183,266.6102719033233,0.0,982.1631419939577,2.1601208459214503,8.359516616314199,44.95468277945619,757.5498489425981,57.84924471299093,25.317220543806645,48.63444108761329,7.0,0.3202416918429003,69.59214501510574,77.70120845921451,71.53716012084591,27.37280966767371,0.0,66.44138972809667,63.20815709969788,71.96586102719033,65.79909365558912,38.4380664652568,2.5196374622356497,278.5135951661632,34.19939577039275,244.3625377643505,279.6888217522659,0.0,0.0,42.0,276.17220543806644,4.19939577039275,982.1631419939577,757.5498489425981,3.0411178247734134,3.955891238670695,1.141963746223565,169.90030211480362,192.90196078431373,22.91503267973856,18.10457516339869,39.29803921568627,423.16339869281046,0.1830065359477124,943.2941176470588,3.496732026143791,6.03921568627451,22.91503267973856,530.2091503267974,31.422875816993464,27.73202614379085,49.83660130718954,7.0,0.0,58.8235294117647,89.5124183006536,74.81241830065359,87.75490196078431,46.27450980392157,44.6437908496732,60.9954248366013,77.63921568627451,60.66797385620916,44.0,0.3660130718954248,270.05882352941177,39.79738562091503,249.6143790849673,213.4771241830065,0.0,0.0,49.47058823529412,232.6993464052288,6.718954248366013,943.2941176470588,530.2091503267974,2.680392156862745,4.661437908496732,1.0708496732026145,127.31372549019608
9,41,Colts,2019,HB,1.514346439957492,45.01644571914879,16.0,18.0,68.29082774049216,70.3174840085288,-5.00%,0.4375,0.009,45,172.21804511278197,27.909774436090224,9.18796992481203,29.91152882205514,230.54135338345864,0.1228070175438596,769.4160401002506,1.6566416040100251,2.0325814536340854,27.909774436090224,494.7844611528822,57.19498746867168,19.86466165413534,46.69172932330827,14.0,0.1303258145363408,75.58145363408521,86.0844611528822,70.91629072681704,85.95187969924812,0.0,27.36992481203007,51.60426065162907,74.23809523809523,63.98621553884712,54.27067669172932,0.2456140350877192,105.20802005012531,15.909774436090226,153.67418546365914,200.0300751879699,0.0,0.0,19.35338345864661,188.12781954887217,5.591478696741855,769.4160401002506,494.7844611528822,3.043057644110276,4.575438596491228,0.75,92.63157894736842,140.054441260745,12.383954154727794,7.664756446991404,25.04011461318052,171.6189111747851,0.0,641.4985673352436,2.650429799426934,1.6332378223495705,12.383954154727794,388.3724928366762,23.383954154727792,13.868194842406876,34.656160458452725,14.0,1.7163323782234956,85.36389684813754,61.02836676217765,68.00773638968481,78.84269340974211,0.0,52.7704871060172,45.029512893982805,71.68424068767908,59.01719197707737,40.98567335243553,0.2435530085959885,175.71633237822348,27.61318051575931,197.26361031518624,166.96561604584528,0.0,0.0,35.17765042979943,167.6676217765043,5.687679083094556,641.4985673352436,388.3724928366762,2.7167908309455586,4.544412607449857,0.7840974212034383,52.32664756446992
