,position,weighted_avg_attempts,weighted_avg_avoided_tackles,weighted_avg_breakaway_attempts,weighted_avg_breakaway_percent,weighted_avg_breakaway_yards,weighted_avg_declined_penalties,weighted_avg_designed_yards,weighted_avg_drops,weighted_avg_elu_recv_mtf,weighted_avg_elu_rush_mtf,weighted_avg_elu_yco,weighted_avg_elusive_rating,weighted_avg_explosive,weighted_avg_first_downs,weighted_avg_franchise_id,weighted_avg_fumbles,weighted_avg_gap_attempts,weighted_avg_grades_hands_fumble,weighted_avg_grades_offense,weighted_avg_grades_offense_penalty,weighted_avg_grades_pass,weighted_avg_grades_pass_block,weighted_avg_grades_pass_route,weighted_avg_grades_run,weighted_avg_grades_run_block,weighted_avg_longest,weighted_avg_penalties,weighted_avg_rec_yards,weighted_avg_receptions,weighted_avg_routes,weighted_avg_run_plays,weighted_avg_scramble_yards,weighted_avg_scrambles,weighted_avg_targets,weighted_avg_total_touches,weighted_avg_touchdowns,weighted_avg_yards,weighted_avg_yards_after_contact,weighted_avg_yco_attempt,weighted_avg_ypa,weighted_avg_yprr,weighted_avg_zone_attempts,Team,Year,Previous_attempts,Previous_avoided_tackles,Previous_breakaway_attempts,Previous_breakaway_percent,Previous_breakaway_yards,Previous_declined_penalties,Previous_designed_yards,Previous_drops,Previous_elu_recv_mtf,Previous_elu_rush_mtf,Previous_elu_yco,Previous_elusive_rating,Previous_explosive,Previous_first_downs,Previous_franchise_id,Previous_fumbles,Previous_gap_attempts,Previous_grades_hands_fumble,Previous_grades_offense,Previous_grades_offense_penalty,Previous_grades_pass,Previous_grades_pass_block,Previous_grades_pass_route,Previous_grades_run,Previous_grades_run_block,Previous_longest,Previous_penalties,Previous_rec_yards,Previous_receptions,Previous_routes,Previous_run_plays,Previous_scramble_yards,Previous_scrambles,Previous_targets,Previous_total_touches,Previous_touchdowns,Previous_yards,Previous_yards_after_contact,Previous_yco_attempt,Previous_ypa,Previous_yprr,Previous_zone_attempts
0,HB,219.275,18.8625,4.40625,14.90625,107.55,0.0,796.8875,5.83125,9.20625,18.8625,520.80625,26.655625000000004,16.6875,43.74375,1.0,2.60625,98.51875,58.93874999999999,63.39874999999999,75.64625,0.0,66.885,61.30999999999999,62.58562500000001,59.51624999999999,48.2,0.1875,379.13125,44.10625,311.7375,242.60625,0.0,0.0,60.79375,263.38125,6.01875,796.8875,520.80625,2.347625,3.5650000000000004,1.181375,103.6875,Cardinals,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,HB,122.22,15.693333333333333,9.543333333333333,39.062333333333335,240.15333333333334,0.6,554.2233333333334,1.16,3.05,15.693333333333333,349.92,38.57833333333333,17.276666666666667,25.64,2.0,1.48,31.78,63.02166666666667,65.94966666666666,63.82033333333333,0.0,58.138000000000005,62.04666666666667,67.29033333333332,56.96,46.72666666666667,1.2233333333333334,200.91333333333333,26.213333333333335,217.7,137.63333333333333,0.0,0.0,31.726666666666667,148.43333333333334,3.4266666666666667,554.2233333333334,349.92,2.7853,4.561333333333334,0.8479,85.51,Falcons,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,HB,98.29441624365482,19.375634517766496,5.375634517766497,22.761421319796955,109.3248730964467,0.0,449.78934010152284,0.49746192893401014,3.6878172588832485,19.375634517766496,286.7182741116751,65.00406091370559,11.02284263959391,24.205583756345177,3.0,1.380710659898477,57.04314720812183,52.9510152284264,70.21065989847716,62.53324873096447,0.0,47.43756345177665,60.91192893401015,71.1994923857868,56.0263959390863,29.527918781725887,0.5126903553299492,89.99492385786802,12.197969543147208,96.35532994923858,142.0964467005076,0.0,0.0,14.593908629441625,110.49238578680203,3.4416243654822334,450.3096446700508,286.7182741116751,2.936497461928934,4.47233502538071,0.816269035532995,37.98730964467005,Ravens,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,HB,121.17765042979943,15.083094555873926,4.401146131805158,21.641260744985672,91.00859598853869,0.46131805157593125,405.98280802292265,2.7306590257879657,5.71919770773639,15.083094555873926,281.27220630372494,36.34269340974212,7.888252148997134,19.67048710601719,4.0,0.32951289398280803,50.32951289398281,80.88424068767908,63.80343839541547,67.47851002865329,0.0,43.57707736389685,59.70229226361031,67.22292263610315,57.32922636103152,24.968481375358166,1.3839541547277936,182.4813753581662,21.787965616045845,159.02578796561605,146.12607449856733,0.0,0.0,28.277936962750715,142.96561604584528,1.7134670487106016,405.98280802292265,281.27220630372494,2.4232951289398277,3.507449856733525,1.1440974212034385,64.14040114613181,Bills,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,HB,182.1044776119403,26.645522388059703,10.694029850746269,27.60597014925373,287.07089552238807,0.0,907.8694029850747,0.0,17.16044776119403,26.645522388059703,528.5485074626865,43.50111940298507,25.615671641791046,44.906716417910445,5.0,3.2686567164179103,98.07835820895522,62.458582089552245,79.10335820895523,88.15074626865672,58.26380597014925,63.16529850746269,83.88320895522386,74.52649253731343,56.7026119402985,50.26119402985075,0.0,715.6828358208955,88.57835820895522,405.42910447761193,285.98880597014926,0.0,0.0,100.08955223880596,270.68283582089555,5.791044776119403,907.8694029850747,528.5485074626865,2.7520522388059705,4.664925373134328,1.5764179104477614,79.05223880597015,Panthers,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,HB,196.4850948509485,19.466124661246614,9.18970189701897,27.76585365853658,201.22764227642276,0.0,753.5772357723578,0.2682926829268293,4.970189701897019,19.466124661246614,522.9783197831978,27.107859078590785,15.682926829268293,41.27371273712737,6.0,2.1598915989159893,65.32249322493224,61.795121951219514,68.69457994579946,89.65745257452573,18.7,75.06720867208672,70.42574525745258,61.59024390243902,70.35636856368563,37.390243902439025,0.0,294.92140921409214,32.823848238482384,226.6070460704607,251.65040650406505,0.0,0.0,41.260162601626014,229.3089430894309,6.902439024390244,753.5772357723578,522.9783197831978,2.5576964769647694,3.8116531165311653,1.1784823848238484,127.07046070460704,Bears,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,HB,192.90196078431373,22.915032679738562,18.104575163398692,39.29803921568627,423.16339869281046,0.1830065359477124,943.2941176470588,3.496732026143791,6.03921568627451,22.915032679738562,530.2091503267974,31.422875816993464,27.73202614379085,49.83660130718954,7.0,0.0,58.8235294117647,89.5124183006536,74.81241830065359,87.75490196078431,46.27450980392157,44.643790849673195,60.9954248366013,77.63921568627451,60.66797385620916,44.0,0.3660130718954248,270.05882352941177,39.79738562091503,249.6143790849673,213.47712418300654,0.0,0.0,49.470588235294116,232.69934640522877,6.718954248366013,943.2941176470588,530.2091503267974,2.680392156862745,4.661437908496732,1.0708496732026145,127.31372549019608,Bengals,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,HB,165.79310344827587,38.48275862068966,12.931034482758621,43.03448275862069,392.3103448275862,0.0,858.9310344827586,3.0,5.517241379310345,38.48275862068966,738.5172413793103,101.83448275862068,24.20689655172414,41.275862068965516,8.0,0.1724137931034483,70.96551724137932,85.14827586206897,83.9344827586207,47.83103448275862,0.0,55.28620689655173,57.61379310344828,86.01034482758621,60.03103448275862,80.10344827586206,0.8275862068965517,197.27586206896552,24.655172413793103,169.24137931034483,182.72413793103448,0.0,0.0,33.689655172413794,190.44827586206895,6.620689655172414,858.9310344827586,738.5172413793103,4.411379310344828,5.165517241379311,1.1155172413793104,89.13793103448276,Browns,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,HB,266.6327683615819,32.163841807909606,21.468926553672315,31.516384180790965,451.70621468926555,0.12429378531073447,1247.5141242937852,3.4350282485875705,7.977401129943503,32.163841807909606,828.9604519774011,35.897740112994356,35.5819209039548,62.21468926553672,9.0,5.1525423728813555,128.4915254237288,52.56892655367231,70.00564971751412,39.387005649717516,0.0,57.998305084745766,68.71525423728814,69.80169491525423,62.927683615819205,37.016949152542374,2.824858757062147,494.3728813559322,67.24293785310735,363.2316384180791,319.54237288135596,0.0,0.0,79.51412429378531,333.8757062146893,5.27683615819209,1247.5141242937852,828.9604519774011,3.026440677966102,4.442372881355932,1.2845197740112992,129.3050847457627,Cowboys,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,HB,154.26966292134833,20.915730337078653,8.219101123595506,27.2938202247191,230.35393258426967,0.09550561797752809,767.0112359550562,3.348314606741573,4.730337078651686,20.915730337078653,406.938202247191,41.47191011235955,21.40449438202247,38.43258426966292,10.0,0.4606741573033708,71.13483146067416,80.94662921348316,73.61573033707866,48.51179775280899,0.0,63.91910112359551,56.33426966292135,76.77359550561798,65.4056179775281,46.30337078651685,0.6348314606741573,182.53370786516854,27.617977528089888,164.81460674157304,172.6123595505618,0.0,0.0,35.252808988764045,181.8876404494382,6.775280898876405,767.0112359550562,406.938202247191,2.75747191011236,4.88876404494382,1.0403932584269662,75.35955056179775,Broncos,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
