,QB,RB/FB,WR,TE,OL,DL,LB,DB,K/P/LS,Team
0,1.2144128113879005,1.3656583629893237,13.140569395017792,4.0836298932384345,8.825622775800712,14.323843416370108,4.448398576512456,10.685053380782918,2.4955516014234878,Browns
1,0.6183274021352313,4.452846975088968,8.411921708185053,4.826512455516014,6.41459074733096,6.499110320284697,13.140569395017792,12.482206405693951,1.6592526690391458,Chargers
2,3.2784697508896796,5.645017793594306,6.499110320284697,2.5,10.498220640569395,7.6290035587188605,7.121886120996441,13.42526690391459,1.1966192170818504,Giants
3,3.420818505338078,2.3487544483985765,7.833629893238434,5.0711743772241995,11.125444839857652,17.798042704626337,9.875444839857652,6.73932384341637,1.7882562277580072,49ers
4,2.9270462633451957,2.571174377224199,12.24644128113879,5.342526690391459,13.807829181494663,12.4288256227758,9.541814946619217,13.220640569395018,3.131672597864769,Bears
5,4.790925266903915,2.5444839857651247,5.3914590747330955,1.9884341637010676,19.16370106761566,9.266014234875444,6.908362989323844,8.287366548042705,3.816725978647687,Texans
6,5.351423487544484,2.486654804270463,13.509786476868326,3.176156583629893,18.051601423487547,11.169928825622776,17.602313167259787,12.419928825622776,2.5444839857651247,Jaguars
7,6.272241992882563,2.1930604982206408,12.833629893238435,7.9537366548042705,7.255338078291815,8.999110320284698,12.237544483985765,11.779359430604982,3.153914590747331,Seahawks
8,7.4911032028469755,4.7286476868327405,2.5355871886120998,1.2322064056939501,8.22508896797153,2.3576512455516014,5.969750889679715,13.180604982206406,2.0240213523131674,Cardinals
9,17.006227758007118,1.9973309608540923,8.131672597864767,7.415480427046265,12.722419928825623,19.862099644128115,3.98576512455516,11.512455516014235,4.039145907473309,Chiefs
10,2.3354092526690393,1.5791814946619218,3.9145907473309607,2.4154804270462633,11.570284697508896,12.473309608540925,6.205516014234876,12.646797153024911,1.4457295373665482,Patriots
11,13.300711743772242,4.9510676156583635,8.994661921708184,1.241103202846975,15.102313167259787,16.997330960854093,2.486654804270463,16.895017793594306,2.215302491103203,Cowboys
12,17.57562277580071,7.851423487544484,4.185943060498221,0.7918149466192171,7.4065836298932375,5.67170818505338,7.5355871886121,4.314946619217082,1.5569395017793592,Titans
13,2.3309608540925266,4.706405693950178,2.7001779359430604,2.0640569395017794,8.007117437722421,8.265124555160144,15.378113879003557,9.025800711743774,1.209964412811388,Packers
14,1.5035587188612098,1.9884341637010676,4.724199288256227,2.0685053380782916,11.085409252669038,5.435943060498221,12.482206405693951,11.935053380782918,1.854982206405694,Vikings
15,1.9884341637010676,3.2250889679715304,2.9804270462633453,3.2250889679715304,21.779359430604984,18.981316725978647,4.679715302491103,6.859430604982207,3.2918149466192173,Colts
16,1.6770462633451957,1.3389679715302492,15.427046263345195,1.2544483985765125,5.965302491103203,6.890569395017794,14.777580071174375,8.349644128113878,1.4501779359430604,Buccaneers
17,11.445729537366548,1.9839857651245554,6.112099644128114,0.9074733096085409,21.543594306049823,8.15391459074733,8.291814946619217,14.346085409252668,3.5320284697508897,Ravens
18,3.314056939501779,4.6485765124555165,4.635231316725979,7.7313167259786475,20.733985765124554,8.874555160142348,7.22864768683274,12.130782918149466,3.6120996441281137,Falcons
19,5.920818505338079,3.0604982206405693,14.088078291814945,2.2909252669039146,10.809608540925266,15.115658362989324,9.973309608540927,12.219750889679714,2.1085409252669036,Dolphins
20,11.12099644128114,2.744661921708185,11.41459074733096,2.2775800711743774,14.564056939501782,10.68950177935943,7.798042704626335,14.22153024911032,1.7971530249110321,Broncos
21,0.47153024911032027,5.195729537366548,11.209964412811388,1.9572953736654803,19.835409252669038,19.20373665480427,6.334519572953737,10.609430604982206,1.1921708185053381,Bengals
22,15.186832740213523,3.1005338078291813,5.849644128113879,1.5969750889679717,22.526690391459077,10.177935943060499,7.762455516014236,9.786476868327403,1.1165480427046264,Lions
23,4.016903914590747,2.019572953736655,3.9279359430604983,2.2731316725978647,11.392348754448399,8.852313167259787,11.205516014234876,14.875444839857648,2.1352313167259784,Panthers
24,9.172597864768683,1.3567615658362988,9.973309608540927,3.7455516014234878,12.330960854092526,14.933274021352313,2.344306049822064,4.341637010676156,0.4626334519572954,Rams
25,8.776690391459073,1.3523131672597866,10.951957295373665,4.297153024911032,15.449288256227758,17.651245551601424,3.0115658362989324,16.423487544483987,2.148576512455516,Bills
26,3.9501779359430604,2.3309608540925266,8.598754448398576,3.6120996441281132,18.483096085409255,14.942170818505337,5.449288256227758,11.45017793594306,2.3709964412811386,Eagles
27,5.529359430604982,5.209074733096085,2.8870106761565837,5.23576512455516,13.607651245551603,15.59608540925267,6.009786476868327,5.858540925266904,1.356761565836299,Saints
28,4.252669039145907,1.9217081850533808,13.959074733096086,4.782028469750889,7.846975088967971,16.04537366548043,3.536476868327402,4.2437722419928825,2.637900355871886,Commanders
29,4.234875444839858,1.3033807829181494,5.72508896797153,3.033807829181495,9.9288256227758,10.253558718861209,13.37188612099644,14.012455516014235,2.188612099644128,Jets
30,4.515124555160142,2.370996441281139,10.129003558718862,1.5702846975088967,19.123665480427047,15.591637010676157,17.78914590747331,11.801601423487543,3.3540925266903914,Steelers
31,3.905693950177936,7.584519572953736,15.622775800711745,1.2677935943060499,14.408362989323845,14.252669039145907,2.9359430604982206,5.653914590747331,3.6654804270462638,Raiders
